pro_id	gene_id	pro_name	gene_name
P00750-3	ENSG_PLAT	TPA	PLAT
P00750-4	ENSG_PLAT	TPA	PLAT
P00751	ENSG00000239754	CFAB	CFB
P00751	ENSG00000241534	CFAB	CFB
P00751	ENSG00000243570	CFAB	CFB
P00751	ENSG00000242335	CFAB	CFB
P00751	ENSG00000241253	CFAB	CFB
P00751	ENSG00000243649	CFAB	CFB
P00751-2	ENSG_CFB	CFAB	CFB
P00797	ENSG00000143839	RENI	REN
P00797-2	ENSG_REN	RENI	REN
P00813	ENSG00000196839	ADA	ADA
P00846	ENSG00000198899	ATP6	MT-ATP6
P00915	ENSG00000133742	CAH1	CA1
P00918	ENSG00000104267	CAH2	CA2
P00966	ENSG00000130707	ASSY	ASS1
P00973	ENSG00000089127	OAS1	OAS1
P00973-2	ENSG_OAS1	OAS1	OAS1
P00973-3	ENSG_OAS1	OAS1	OAS1
P00973-4	ENSG_OAS1	OAS1	OAS1
P00995	ENSG00000164266	ISK1	SPINK1
P01008	ENSG00000117601	ANT3	SERPINC1
P01009	ENSG00000197249	A1AT	SERPINA1
P01009-2	ENSG_SERPINA1	A1AT	SERPINA1
P01009-3	ENSG_SERPINA1	A1AT	SERPINA1
P01011	ENSG00000196136	AACT	SERPINA3
P01011-2	ENSG_SERPINA3	AACT	SERPINA3
P01011-3	ENSG_SERPINA3	AACT	SERPINA3
P01019	ENSG00000135744	ANGT	AGT
P01023	ENSG00000175899	A2MG	A2M
P01024	ENSG00000125730	CO3	C3
P01031	ENSG00000106804	CO5	C5
P01033	ENSG00000102265	TIMP1	TIMP1
P01034	ENSG00000101439	CYTC	CST3
P01036	ENSG00000101441	CYTS	CST4
P01037	ENSG00000170373	CYTN	CST1
P01040	ENSG00000121552	CYTA	CSTA
P01042	ENSG00000113889	KNG1	KNG1
P01042-2	ENSG_KNG1	KNG1	KNG1
P01042-3	ENSG_KNG1	KNG1	KNG1
P01100	ENSG00000170345	FOS	FOS
P01100-2	ENSG_FOS	FOS	FOS
P01100-3	ENSG_FOS	FOS	FOS
P01106	ENSG00000136997	MYC	MYC
P01106-1	ENSG_MYC	MYC	MYC
P01106-3	ENSG_MYC	MYC	MYC
P01111	ENSG00000213281	RASN	NRAS
P01112	ENSG00000276536	RASH	HRAS
P01112	ENSG00000174775	RASH	HRAS
P01112-2	ENSG_HRAS	RASH	HRAS
P01116	ENSG00000133703	RASK	KRAS
P01116-2	ENSG_KRAS	RASK	KRAS
P01127	ENSG00000100311	PDGFB	PDGFB
P01127-2	ENSG_PDGFB	PDGFB	PDGFB
P01130	ENSG00000130164	LDLR	LDLR
P01130-2	ENSG_LDLR	LDLR	LDLR
P01130-3	ENSG_LDLR	LDLR	LDLR
P01130-4	ENSG_LDLR	LDLR	LDLR
P01130-5	ENSG_LDLR	LDLR	LDLR
P01130-6	ENSG_LDLR	LDLR	LDLR
P01133	ENSG00000138798	EGF	EGF
P01133-2	ENSG_EGF	EGF	EGF
P01133-3	ENSG_EGF	EGF	EGF
P01135	ENSG00000163235	TGFA	TGFA
P01135-2	ENSG_TGFA	TGFA	TGFA
P01135-3	ENSG_TGFA	TGFA	TGFA
P01135-4	ENSG_TGFA	TGFA	TGFA
P01135-5	ENSG_TGFA	TGFA	TGFA
P01137	ENSG00000105329	TGFB1	TGFB1
P01138	ENSG00000134259	NGF	NGF
P01148	ENSG00000147437	GON1	GNRH1
P01160	ENSG00000175206	ANF	NPPA
P01178	ENSG00000101405	NEU1	OXT
P01185	ENSG00000101200	NEU2	AVP
P01189	ENSG00000115138	COLI	POMC
P01210	ENSG00000181195	PENK	PENK
P01213	ENSG00000101327	PDYN	PDYN
P01215	ENSG00000135346	GLHA	CGA
P01222	ENSG00000134200	TSHB	TSHB
P01222-2	ENSG_TSHB	TSHB	TSHB
P01225	ENSG00000131808	FSHB	FSHB
P01229	ENSG00000104826	LSHB	LHB
P01236	ENSG00000172179	PRL	PRL
P01241	ENSG00000259384	SOMA	GH1
P01241-2	ENSG_GH1	SOMA	GH1
P01241-3	ENSG_GH1	SOMA	GH1
P01241-4	ENSG_GH1	SOMA	GH1
P01241-5	ENSG_GH1	SOMA	GH1
P01242	ENSG00000136487	SOM2	GH2
P01242-2	ENSG_GH2	SOM2	GH2
P01242-3	ENSG_GH2	SOM2	GH2
P01242-4	ENSG_GH2	SOM2	GH2
P01258	ENSG00000110680	CALC	CALCA
P01258-2	ENSG_CALCA	CALC	CALCA
P01266	ENSG00000042832	THYG	TG
P01266-2	ENSG_TG	THYG	TG
P01270	ENSG00000152266	PTHY	PTH
P01275	ENSG00000115263	GLUC	GCG
P01282	ENSG00000146469	VIP	VIP
P01282-2	ENSG_VIP	VIP	VIP
P01286	ENSG00000118702	SLIB	GHRH
P01286-2	ENSG_GHRH	SLIB	GHRH
P01298	ENSG00000108849	PAHO	PPY
P01298-2	ENSG_PPY	PAHO	PPY
P01303	ENSG00000122585	NPY	NPY
P01308	ENSG00000254647	INS	INS
P01344	ENSG00000167244	IGF2	IGF2
P01344-2	ENSG_IGF2	IGF2	IGF2
P01344-3	ENSG_IGF2	IGF2	IGF2
P01350	ENSG00000184502	GAST	GAST
P01374	ENSG00000231408	TNFB	LTA
P01374	ENSG00000230279	TNFB	LTA
P01374	ENSG00000226979	TNFB	LTA
P01375	ENSG00000204490	TNFA	TNF
P01375	ENSG00000228321	TNFA	TNF
P01375	ENSG00000228849	TNFA	TNF
P01375	ENSG00000223952	TNFA	TNF
P01375	ENSG00000230108	TNFA	TNF
P01375	ENSG00000206439	TNFA	TNF
P01375	ENSG00000232810	TNFA	TNF
P01562	ENSG00000197919	IFNA1	IFNA1
P01562	ENSG00000233816	IFNA1	IFNA13
P01563	ENSG00000188379	IFNA2	IFNA2
P01566	ENSG00000186803	IFN10	IFNA10
P01567	ENSG00000214042	IFNA7	IFNA7
P01568	ENSG00000137080	IFN21	IFNA21
P01569	ENSG00000147873	IFNA5	IFNA5
P01570	ENSG00000228083	IFN14	IFNA14
P01571	ENSG00000234829	IFN17	IFNA17
P01574	ENSG00000171855	IFNB	IFNB1
P01579	ENSG00000111537	IFNG	IFNG
P01583	ENSG00000115008	IL1A	IL1A
P01584	ENSG00000125538	IL1B	IL1B
P01588	ENSG00000130427	EPO	EPO
P01589	ENSG00000134460	IL2RA	IL2RA
P01591	ENSG00000132465	IGJ	JCHAIN
P01593	ENSG00000239975	KVD33	IGKV1D-33
P01594	ENSG00000282811	KV133	IGKV1-33
P01594	ENSG00000242076	KV133	IGKV1-33
P01597	ENSG00000282120	KV139	IGKV1-39
P01597	ENSG00000242371	KV139	IGKV1-39
P01599	ENSG00000281978	KV117	IGKV1-17
P01599	ENSG00000240382	KV117	IGKV1-17
P01601	ENSG00000241244	KVD16	IGKV1D-16
P01602	ENSG00000282801	KV105	IGKV1-5
P01602	ENSG00000243466	KV105	IGKV1-5
P01611	ENSG00000278857	KVD12	IGKV1D-12
P01614	ENSG00000251039	KVD40	IGKV2D-40
P01615	ENSG00000242534	KVD28	IGKV2D-28
P01619	ENSG00000282402	KV320	IGKV3-20
P01619	ENSG00000239951	KV320	IGKV3-20
P01624	ENSG00000282447	KV315	IGKV3-15
P01624	ENSG00000244437	KV315	IGKV3-15
P01699	ENSG00000274854	LV144	IGLV1-44
P01699	ENSG00000211651	LV144	IGLV1-44
P01700	ENSG00000211648	LV147	IGLV1-47
P01701	ENSG00000211644	LV151	IGLV1-51
P01703	ENSG00000274575	LV140	IGLV1-40
P01703	ENSG00000211653	LV140	IGLV1-40
P01704	ENSG00000211666	LV214	IGLV2-14
P01705	ENSG00000211660	LV223	IGLV2-23
P01706	ENSG00000211668	LV211	IGLV2-11
P01709	ENSG00000278196	LV208	IGLV2-8
P01714	ENSG00000211663	LV319	IGLV3-19
P01715	ENSG00000211673	LV301	IGLV3-1
P01717	ENSG00000211659	LV325	IGLV3-25
P01718	ENSG00000211658	LV327	IGLV3-27
P01721	ENSG00000211640	LV657	IGLV6-57
P01730	ENSG00000010610	CD4	CD4
P01732	ENSG00000153563	CD8A	CD8A
P01732-2	ENSG_CD8A	CD8A	CD8A
P01732-3	ENSG_CD8A	CD8A	CD8A
P01733	ENSG00000282208	TVBL3	TRBV12-3
P01733	ENSG00000274752	TVBL3	TRBV12-3
P01737	ENSG00000211790	TVA84	TRAV8-4
P01742	ENSG00000282350	HV169	IGHV1-69
P01742	ENSG00000211973	HV169	IGHV1-69
P01743	ENSG00000282131	HV146	IGHV1-46
P01743	ENSG00000211962	HV146	IGHV1-46
P01762	ENSG00000282322	HV311	IGHV3-11
P01762	ENSG00000211941	HV311	IGHV3-11
P01763	ENSG00000282627	HV348	IGHV3-48
P01763	ENSG00000211964	HV348	IGHV3-48
P01764	ENSG00000281962	HV323	IGHV3-23
P01764	ENSG00000211949	HV323	IGHV3-23
P01766	ENSG00000282286	HV313	IGHV3-13
P01766	ENSG00000211942	HV313	IGHV3-13
P01767	ENSG00000282593	HV353	IGHV3-53
P01767	ENSG00000211967	HV353	IGHV3-53
P01768	ENSG00000282777	HV330	IGHV3-30
P01768	ENSG00000270550	HV330	IGHV3-30
P01772	ENSG00000211955	HV333	IGHV3-33
P01780	ENSG00000282211	HV307	IGHV3-7
P01780	ENSG00000211938	HV307	IGHV3-7
P01782	ENSG_IGHV3	HV309	IGHV3
P01814	ENSG00000274576	HV270	IGHV2-70
P01817	ENSG00000277318	HV205	IGHV2-5
P01817	ENSG00000211937	HV205	IGHV2-5
P01824	ENSG00000282579	HV439	IGHV4-39
P01824	ENSG00000211959	HV439	IGHV4-39
P01825	ENSG00000282691	HV459	IGHV4-59
P01825	ENSG00000224373	HV459	IGHV4-59
P01833	ENSG00000162896	PIGR	PIGR
P01834	ENSG00000211592	IGKC	IGKC
P01848	ENSG_TRAC	TRAC	TRAC
P01850	ENSG_TRBC1	TRBC1	TRBC1
P01854	ENSG00000276192	IGHE	IGHE
P01854	ENSG00000211891	IGHE	IGHE
P01854-1	ENSG_IGHE	IGHE	IGHE
P01854-3	ENSG_IGHE	IGHE	IGHE
P01857	ENSG00000277633	IGHG1	IGHG1
P01857	ENSG00000211896	IGHG1	IGHG1
P01857-1	ENSG_IGHG1	IGHG1	IGHG1
P01859	ENSG00000274497	IGHG2	IGHG2
P01859	ENSG00000211893	IGHG2	IGHG2
P01859-1	ENSG_IGHG2	IGHG2	IGHG2
P01860	ENSG00000282184	IGHG3	IGHG3
P01860	ENSG00000211897	IGHG3	IGHG3
P01860-1	ENSG_IGHG3	IGHG3	IGHG3
P01861	ENSG00000277016	IGHG4	IGHG4
P01861	ENSG00000211892	IGHG4	IGHG4
P01861-1	ENSG_IGHG4	IGHG4	IGHG4
P01871	ENSG00000282657	IGHM	IGHM
P01871	ENSG00000211899	IGHM	IGHM
P01871-1	ENSG_IGHM	IGHM	IGHM
P01876	ENSG00000282633	IGHA1	IGHA1
P01876	ENSG00000211895	IGHA1	IGHA1
P01876-1	ENSG_IGHA1	IGHA1	IGHA1
P01877	ENSG00000211890	IGHA2	IGHA2
P01877-1	ENSG_IGHA2	IGHA2	IGHA2
P01880	ENSG_IGHD	IGHD	IGHD
P01880-1	ENSG_IGHD	IGHD	IGHD
P01889	ENSG00000234745	HLAB	HLA-B
P01893	ENSG_HLA	HLAH	HLA
P01903	ENSG00000277263	DRA	HLA-DRA
P01903	ENSG00000226260	DRA	HLA-DRA
P01903	ENSG00000227993	DRA	HLA-DRA
P01903	ENSG00000228987	DRA	HLA-DRA
P01903	ENSG00000230726	DRA	HLA-DRA
P01903	ENSG00000234794	DRA	HLA-DRA
P01903	ENSG00000206308	DRA	HLA-DRA
P01903	ENSG00000204287	DRA	HLA-DRA
P01906	ENSG00000257473	DQA2	HLA-DQA2
P01906	ENSG00000231823	DQA2	HLA-DQA2
P01906	ENSG00000223793	DQA2	HLA-DQA2
P01906	ENSG00000233192	DQA2	HLA-DQA2
P01906	ENSG00000206301	DQA2	HLA-DQA2
P01906	ENSG00000231526	DQA2	HLA-DQA2
P01906	ENSG00000225103	DQA2	HLA-DQA2
P01906	ENSG00000237541	DQA2	HLA-DQA2
P01909	ENSG00000232062	DQA1	HLA-DQA1
P01909	ENSG00000206305	DQA1	HLA-DQA1
P01909	ENSG00000196735	DQA1	HLA-DQA1
P01911	ENSG00000196126	DRB1	HLA-DRB1
P01920	ENSG00000225824	DQB1	HLA-DQB1
P01920	ENSG00000233209	DQB1	HLA-DQB1
P01920	ENSG00000231286	DQB1	HLA-DQB1
P02008	ENSG00000130656	HBAZ	HBZ
P02042	ENSG00000223609	HBD	HBD
P02100	ENSG00000213931	HBE	HBE1
P02144	ENSG00000198125	MYG	MB
P02452	ENSG00000108821	CO1A1	COL1A1
P02458	ENSG00000139219	CO2A1	COL2A1
P02458-1	ENSG_COL2A1	CO2A1	COL2A1
P02458-3	ENSG_COL2A1	CO2A1	COL2A1
P02461	ENSG00000168542	CO3A1	COL3A1
P02461-2	ENSG_COL3A1	CO3A1	COL3A1
P02462	ENSG00000187498	CO4A1	COL4A1
P02462-2	ENSG_COL4A1	CO4A1	COL4A1
P02489	ENSG00000160202	CRYAA	CRYAA
P02511	ENSG00000109846	CRYAB	CRYAB
P02533	ENSG00000186847	K1C14	KRT14
P02538	ENSG00000205420	K2C6A	KRT6A
P02545	ENSG00000160789	LMNA	LMNA
P02545-2	ENSG_LMNA	LMNA	LMNA
P02545-3	ENSG_LMNA	LMNA	LMNA
P02545-4	ENSG_LMNA	LMNA	LMNA
P02545-5	ENSG_LMNA	LMNA	LMNA
P02545-6	ENSG_LMNA	LMNA	LMNA
P02549	ENSG00000163554	SPTA1	SPTA1
P02549-2	ENSG_SPTA1	SPTA1	SPTA1
P02585	ENSG00000101470	TNNC2	TNNC2
P02647	ENSG00000118137	APOA1	APOA1
P02649	ENSG00000130203	APOE	APOE
P02652	ENSG00000158874	APOA2	APOA2
P02654	ENSG00000130208	APOC1	APOC1
P02655	ENSG00000234906	APOC2	APOC2
P02656	ENSG00000110245	APOC3	APOC3
P02671	ENSG00000171560	FIBA	FGA
P02671-2	ENSG_FGA	FIBA	FGA
P02675	ENSG00000171564	FIBB	FGB
P02679	ENSG00000171557	FIBG	FGG
P02679-2	ENSG_FGG	FIBG	FGG
P02686	ENSG00000197971	MBP	MBP
P02686-2	ENSG_MBP	MBP	MBP
P02686-3	ENSG_MBP	MBP	MBP
P02686-4	ENSG_MBP	MBP	MBP
P02686-5	ENSG_MBP	MBP	MBP
P02686-6	ENSG_MBP	MBP	MBP
P02689	ENSG00000147588	MYP2	PMP2
P02708	ENSG00000138435	ACHA	CHRNA1
P02708-1	ENSG_CHRNA1	ACHA	CHRNA1
P02724	ENSG00000170180	GLPA	GYPA
P02724-2	ENSG_GYPA	GLPA	GYPA
P02724-3	ENSG_GYPA	GLPA	GYPA
P02730	ENSG00000004939	B3AT	SLC4A1
P02730-2	ENSG_SLC4A1	B3AT	SLC4A1
P02741	ENSG00000132693	CRP	CRP
P02741-2	ENSG_CRP	CRP	CRP
P02743	ENSG00000132703	SAMP	APCS
P02745	ENSG00000173372	C1QA	C1QA
P02746	ENSG00000173369	C1QB	C1QB
P02747	ENSG00000159189	C1QC	C1QC
P02748	ENSG00000113600	CO9	C9
P02749	ENSG00000091583	APOH	APOH
P02750	ENSG00000171236	A2GL	LRG1
P02751	ENSG00000115414	FINC	FN1
P02751-1	ENSG_FN1	FINC	FN1
P02751-10	ENSG_FN1	FINC	FN1
P02751-11	ENSG_FN1	FINC	FN1
P02751-12	ENSG_FN1	FINC	FN1
P02751-13	ENSG_FN1	FINC	FN1
P02751-14	ENSG_FN1	FINC	FN1
P02751-16	ENSG_FN1	FINC	FN1
P02751-17	ENSG_FN1	FINC	FN1
P02751-2	ENSG_FN1	FINC	FN1
P02751-3	ENSG_FN1	FINC	FN1
P02751-4	ENSG_FN1	FINC	FN1
P02751-5	ENSG_FN1	FINC	FN1
P02751-6	ENSG_FN1	FINC	FN1
P02751-7	ENSG_FN1	FINC	FN1
P02751-8	ENSG_FN1	FINC	FN1
P02751-9	ENSG_FN1	FINC	FN1
P02753	ENSG00000138207	RET4	RBP4
P02760	ENSG00000106927	AMBP	AMBP
P02763	ENSG00000229314	A1AG1	ORM1
P02765	ENSG00000145192	FETUA	AHSG
P02766	ENSG00000118271	TTHY	TTR
P02768	ENSG00000163631	ALBU	ALB
P02768-2	ENSG_ALB	ALBU	ALB
P02768-3	ENSG_ALB	ALBU	ALB
P02771	ENSG00000081051	FETA	AFP
P02774	ENSG00000145321	VTDB	GC
P02774-2	ENSG_GC	VTDB	GC
P02774-3	ENSG_GC	VTDB	GC
P02775	ENSG00000163736	CXCL7	PPBP
P02776	ENSG00000163737	PLF4	PF4
P02778	ENSG00000169245	CXL10	CXCL10
P02786	ENSG00000072274	TFR1	TFRC
P02787	ENSG00000091513	TRFE	TF
P02788	ENSG00000012223	TRFL	LTF
P02788-2	ENSG_LTF	TRFL	LTF
P02790	ENSG00000110169	HEMO	HPX
P02792	ENSG00000087086	FRIL	FTL
P02794	ENSG00000167996	FRIH	FTH1
P02795	ENSG00000125148	MT2	MT2A
P02808	ENSG00000282891	STAT	STATH
P02808	ENSG00000126549	STAT	STATH
P02808-2	ENSG_STATH	STAT	STATH
P02810	ENSG00000272803	PRPC	PRH2
P02810	ENSG00000275679	PRPC	PRH2
P02810	ENSG00000134551	PRPC	PRH2
P02812	ENSG00000121335	PRB2	PRB2
P02814	ENSG00000171201	SMR3B	SMR3B
P02818	ENSG00000242252	OSTCN	BGLAP
P03372	ENSG00000091831	ESR1	ESR1
P03372-2	ENSG_ESR1	ESR1	ESR1
P03372-3	ENSG_ESR1	ESR1	ESR1
P03372-4	ENSG_ESR1	ESR1	ESR1
P03886	ENSG00000198888	NU1M	MT-ND1
P03891	ENSG00000198763	NU2M	MT-ND2
P03897	ENSG00000198840	NU3M	MT-ND3
P03901	ENSG00000212907	NU4LM	MT-ND4L
P03905	ENSG00000198886	NU4M	MT-ND4
P03915	ENSG00000198786	NU5M	MT-ND5
P03923	ENSG00000198695	NU6M	MT-ND6
P03928	ENSG00000228253	ATP8	MT-ATP8
P03950	ENSG00000214274	ANGI	ANG
P03951	ENSG00000088926	FA11	F11
P03951-2	ENSG_F11	FA11	F11
P03952	ENSG00000164344	KLKB1	KLKB1
P03956	ENSG00000196611	MMP1	MMP1
P03971	ENSG00000104899	MIS	AMH
P03973	ENSG00000124107	SLPI	SLPI
P03979	ENSG00000211699	TRGV3	TRGV3
P03986	ENSG_TRGC2	TRGC2	TRGC2
P03999	ENSG00000128617	OPSB	OPN1SW
P04000	ENSG00000102076	OPSR	OPN1LW
P04001	ENSG00000268221	OPSG	OPN1MW
P04003	ENSG00000123838	C4BPA	C4BPA
P04004	ENSG00000109072	VTNC	VTN
P04035	ENSG00000113161	HMDH	HMGCR
P04035-2	ENSG_HMGCR	HMDH	HMGCR
P04035-3	ENSG_HMGCR	HMDH	HMGCR
P04040	ENSG00000121691	CATA	CAT
P04049	ENSG00000132155	RAF1	RAF1
P04049-2	ENSG_RAF1	RAF1	RAF1
P04053	ENSG00000107447	TDT	DNTT
P04053-2	ENSG_DNTT	TDT	DNTT
P04054	ENSG00000170890	PA21B	PLA2G1B
P04062	ENSG00000177628	GBA1	GBA1
P04062-2	ENSG_GBA1	GBA1	GBA1
P04062-3	ENSG_GBA1	GBA1	GBA1
P04062-4	ENSG_GBA1	GBA1	GBA1
P04062-5	ENSG_GBA1	GBA1	GBA1
P04066	ENSG00000179163	FUCO	FUCA1
P04070	ENSG00000115718	PROC	PROC
P04070-2	ENSG_PROC	PROC	PROC
P04075	ENSG00000149925	ALDOA	ALDOA
P04075-2	ENSG_ALDOA	ALDOA	ALDOA
P04080	ENSG00000160213	CYTB	CSTB
P04083	ENSG00000135046	ANXA1	ANXA1
P04085	ENSG00000197461	PDGFA	PDGFA
P04085-2	ENSG_PDGFA	PDGFA	PDGFA
P04090	ENSG00000107014	REL2	RLN2
P04090-2	ENSG_RLN2	REL2	RLN2
P04114	ENSG00000084674	APOB	APOB
P04118	ENSG00000137392	COL	CLPS
P04141	ENSG00000164400	CSF2	CSF2
P04150	ENSG00000113580	GCR	NR3C1
P04150-10	ENSG_NR3C1	GCR	NR3C1
P04150-11	ENSG_NR3C1	GCR	NR3C1
P04150-12	ENSG_NR3C1	GCR	NR3C1
P04150-13	ENSG_NR3C1	GCR	NR3C1
P04150-14	ENSG_NR3C1	GCR	NR3C1
P04150-15	ENSG_NR3C1	GCR	NR3C1
P04150-16	ENSG_NR3C1	GCR	NR3C1
P04150-2	ENSG_NR3C1	GCR	NR3C1
P04150-3	ENSG_NR3C1	GCR	NR3C1
P04150-5	ENSG_NR3C1	GCR	NR3C1
P04150-6	ENSG_NR3C1	GCR	NR3C1
P04150-7	ENSG_NR3C1	GCR	NR3C1
P04150-8	ENSG_NR3C1	GCR	NR3C1
P04150-9	ENSG_NR3C1	GCR	NR3C1
P04155	ENSG00000160182	TFF1	TFF1
P04156	ENSG00000171867	PRIO	PRNP
P04179	ENSG00000291237	SODM	SOD2
P04179-2	ENSG_SOD2	SODM	SOD2
P04179-3	ENSG_SOD2	SODM	SOD2
P04179-4	ENSG_SOD2	SODM	SOD2
P04180	ENSG00000213398	LCAT	LCAT
P04181	ENSG00000065154	OAT	OAT
P04181-2	ENSG_OAT	OAT	OAT
P04183	ENSG00000167900	KITH	TK1
P04196	ENSG00000113905	HRG	HRG
P04198	ENSG00000134323	MYCN	MYCN
P04201	ENSG00000130368	MAS	MAS1
P04211	ENSG00000278293	LV743	IGLV7-43
P04211	ENSG00000211652	LV743	IGLV7-43
P04216	ENSG00000154096	THY1	THY1
P04217	ENSG00000121410	A1BG	A1BG
P04217-2	ENSG_A1BG	A1BG	A1BG
P04233	ENSG00000019582	HG2A	CD74
P04233-2	ENSG_CD74	HG2A	CD74
P04233-3	ENSG_CD74	HG2A	CD74
P04233-4	ENSG_CD74	HG2A	CD74
P04233-5	ENSG_CD74	HG2A	CD74
P04234	ENSG00000167286	CD3D	CD3D
P04234-2	ENSG_CD3D	CD3D	CD3D
P04259	ENSG00000185479	K2C6B	KRT6B
P04264	ENSG00000167768	K2C1	KRT1
P04271	ENSG00000160307	S100B	S100B
P04275	ENSG00000110799	VWF	VWF
P04275-2	ENSG_VWF	VWF	VWF
P04278	ENSG00000129214	SHBG	SHBG
P04278-2	ENSG_SHBG	SHBG	SHBG
P04278-3	ENSG_SHBG	SHBG	SHBG
P04278-4	ENSG_SHBG	SHBG	SHBG
P04278-5	ENSG_SHBG	SHBG	SHBG
P04279	ENSG00000124233	SEMG1	SEMG1
P04279-2	ENSG_SEMG1	SEMG1	SEMG1
P04280	ENSG_PRB1	PRP1	PRB1
P04350	ENSG00000104833	TBB4A	TUBB4A
P04406	ENSG00000111640	G3P	GAPDH
P04406-2	ENSG_GAPDH	G3P	GAPDH
P04424	ENSG00000126522	ARLY	ASL
P04424-2	ENSG_ASL	ARLY	ASL
P04424-3	ENSG_ASL	ARLY	ASL
P04430	ENSG00000282282	KV116	IGKV1-16
P04430	ENSG00000240864	KV116	IGKV1-16
P04432	ENSG00000251546	KVD39	IGKV1D-39
P04433	ENSG00000282823	KV311	IGKV3-11
P04433	ENSG00000241351	KV311	IGKV3-11
P04435	ENSG00000278030	TVB79	TRBV7-9
P04437	ENSG00000211810	TVA29	TRAV29DV5
P04439	ENSG00000206503	HLAA	HLA-A
P04439-2	ENSG_HLA	HLAA	HLA
P04440	ENSG00000236693	DPB1	HLA-DPB1
P04440	ENSG00000237710	DPB1	HLA-DPB1
P04440	ENSG00000230763	DPB1	HLA-DPB1
P04440	ENSG00000215048	DPB1	HLA-DPB1
P04440	ENSG00000226826	DPB1	HLA-DPB1
P04440	ENSG00000223865	DPB1	HLA-DPB1
P04553	ENSG00000175646	HSP1	PRM1
P04554	ENSG00000122304	PRM2	PRM2
P04554-2	ENSG_PRM2	PRM2	PRM2
P04626	ENSG00000141736	ERBB2	ERBB2
P04626-2	ENSG_ERBB2	ERBB2	ERBB2
P04626-3	ENSG_ERBB2	ERBB2	ERBB2
P04626-4	ENSG_ERBB2	ERBB2	ERBB2
P04626-5	ENSG_ERBB2	ERBB2	ERBB2
P04626-6	ENSG_ERBB2	ERBB2	ERBB2
P04628	ENSG00000125084	WNT1	WNT1
P04629	ENSG00000198400	NTRK1	NTRK1
P04629-2	ENSG_NTRK1	NTRK1	NTRK1
P04629-3	ENSG_NTRK1	NTRK1	NTRK1
P04629-4	ENSG_NTRK1	NTRK1	NTRK1
P04632	ENSG00000126247	CPNS1	CAPNS1
P04637	ENSG00000141510	P53	TP53
P04637-2	ENSG_TP53	P53	TP53
P04637-3	ENSG_TP53	P53	TP53
P04637-4	ENSG_TP53	P53	TP53
P04637-5	ENSG_TP53	P53	TP53
P04637-6	ENSG_TP53	P53	TP53
P04637-7	ENSG_TP53	P53	TP53
P04637-8	ENSG_TP53	P53	TP53
P04637-9	ENSG_TP53	P53	TP53
P04731	ENSG00000205362	MT1A	MT1A
P04732	ENSG00000169715	MT1E	MT1E
P04732-2	ENSG_MT1E	MT1E	MT1E
P04733	ENSG00000198417	MT1F	MT1F
P04746	ENSG00000243480	AMYP	AMY2A
P04746-2	ENSG_AMY2A	AMYP	AMY2A
P04792	ENSG00000106211	HSPB1	HSPB1
P04798	ENSG00000140465	CP1A1	CYP1A1
P04798-2	ENSG_CYP1A1	CP1A1	CYP1A1
P04798-3	ENSG_CYP1A1	CP1A1	CYP1A1
P04808	ENSG00000107018	REL1	RLN1
P04808-2	ENSG_RLN1	REL1	RLN1
P04818	ENSG00000176890	TYSY	TYMS
P04818-2	ENSG_TYMS	TYSY	TYMS
P04818-3	ENSG_TYMS	TYSY	TYMS
P04839	ENSG00000165168	CY24B	CYBB
P04843	ENSG00000163902	RPN1	RPN1
P04844	ENSG00000118705	RPN2	RPN2
P04844-2	ENSG_RPN2	RPN2	RPN2
P04899	ENSG00000114353	GNAI2	GNAI2
P04899-2	ENSG_GNAI2	GNAI2	GNAI2
P04899-3	ENSG_GNAI2	GNAI2	GNAI2
P04899-4	ENSG_GNAI2	GNAI2	GNAI2
P04899-5	ENSG_GNAI2	GNAI2	GNAI2
P04899-6	ENSG_GNAI2	GNAI2	GNAI2
P04908	ENSG00000278463	H2A1B	H2AC4
P04908	ENSG00000277075	H2A1B	H2AC8
P04920	ENSG00000164889	B3A2	SLC4A2
P04920-2	ENSG_SLC4A2	B3A2	SLC4A2
P04920-3	ENSG_SLC4A2	B3A2	SLC4A2
P04921	ENSG00000136732	GLPC	GYPC
P04921-2	ENSG_GYPC	GLPC	GYPC
P04921-3	ENSG_GYPC	GLPC	GYPC
P05000	ENSG00000177047	IFNW1	IFNW1
P05013	ENSG00000120235	IFNA6	IFNA6
P05014	ENSG00000236637	IFNA4	IFNA4
P05015	ENSG00000147885	IFN16	IFNA16
P05019	ENSG00000017427	IGF1	IGF1
P05019-2	ENSG_IGF1	IGF1	IGF1
P05019-3	ENSG_IGF1	IGF1	IGF1
P05019-4	ENSG_IGF1	IGF1	IGF1
P05023	ENSG00000163399	AT1A1	ATP1A1
P05023-2	ENSG_ATP1A1	AT1A1	ATP1A1
P05023-3	ENSG_ATP1A1	AT1A1	ATP1A1
P05023-4	ENSG_ATP1A1	AT1A1	ATP1A1
P05026	ENSG00000143153	AT1B1	ATP1B1
P05026-2	ENSG_ATP1B1	AT1B1	ATP1B1
P05060	ENSG00000089199	SCG1	CHGB
P05062	ENSG00000136872	ALDOB	ALDOB
P05067	ENSG00000142192	A4	APP
P05067-10	ENSG_APP	A4	APP
P05067-11	ENSG_APP	A4	APP
P05067-2	ENSG_APP	A4	APP
P05067-3	ENSG_APP	A4	APP
P05067-4	ENSG_APP	A4	APP
