pro_id	gene_id	pro_name	gene_name
Q8NC24	ENSG00000164620	RELL2	RELL2
Q8NC26	ENSG00000178150	ZN114	ZNF114
Q8NC26-2	ENSG_ZNF114	ZN114	ZNF114
Q8NC38	ENSG_ZNF436	CA213	ZNF436
Q8NC42	ENSG00000163162	RN149	RNF149
Q8NC44	ENSG00000144567	RETR2	RETREG2
Q8NC51	ENSG00000142864	SERB1	SERBP1
Q8NC51-2	ENSG_SERBP1	SERB1	SERBP1
Q8NC51-3	ENSG_SERBP1	SERB1	SERBP1
Q8NC51-4	ENSG_SERBP1	SERB1	SERBP1
Q8NC54	ENSG00000113583	KCT2	C5orf15
Q8NC56	ENSG00000161904	LEMD2	LEMD2
Q8NC56-2	ENSG_LEMD2	LEMD2	LEMD2
Q8NC60	ENSG00000084092	NOA1	NOA1
Q8NC67	ENSG00000171208	NETO2	NETO2
Q8NC67-2	ENSG_NETO2	NETO2	NETO2
Q8NC67-3	ENSG_NETO2	NETO2	NETO2
Q8NC69	ENSG00000168301	KCTD6	KCTD6
Q8NC74	ENSG00000130701	RB8NL	RBBP8NL
Q8NC96	ENSG00000089818	NECP1	NECAP1
Q8NC96-2	ENSG_NECAP1	NECP1	NECAP1
Q8NCA5	ENSG00000119812	FA98A	FAM98A
Q8NCA9	ENSG00000179922	ZN784	ZNF784
Q8NCB2	ENSG00000164076	CAMKV	CAMKV
Q8NCB2-2	ENSG_CAMKV	CAMKV	CAMKV
Q8NCB2-3	ENSG_CAMKV	CAMKV	CAMKV
Q8NCC3	ENSG00000103066	PAG15	PLA2G15
Q8NCC3-2	ENSG_PLA2G15	PAG15	PLA2G15
Q8NCC5	ENSG00000157800	SPX3	SLC37A3
Q8NCC5-2	ENSG_SLC37A3	SPX3	SLC37A3
Q8NCC5-3	ENSG_SLC37A3	SPX3	SLC37A3
Q8NCD3	ENSG00000123485	HJURP	HJURP
Q8NCD3-2	ENSG_HJURP	HJURP	HJURP
Q8NCD3-3	ENSG_HJURP	HJURP	HJURP
Q8NCE0	ENSG00000154743	SEN2	TSEN2
Q8NCE0-2	ENSG_TSEN2	SEN2	TSEN2
Q8NCE0-3	ENSG_TSEN2	SEN2	TSEN2
Q8NCE0-4	ENSG_TSEN2	SEN2	TSEN2
Q8NCE0-5	ENSG_TSEN2	SEN2	TSEN2
Q8NCE2	ENSG00000163719	MTMRE	MTMR14
Q8NCE2-2	ENSG_MTMR14	MTMRE	MTMR14
Q8NCE2-3	ENSG_MTMR14	MTMRE	MTMR14
Q8NCF0	ENSG00000157335	CL18C	CLEC18C
Q8NCF0-2	ENSG_CLEC18C	CL18C	CLEC18C
Q8NCF5	ENSG00000176953	NF2IP	NFATC2IP
Q8NCF5-2	ENSG_NFATC2IP	NF2IP	NFATC2IP
Q8NCF5-3	ENSG_NFATC2IP	NF2IP	NFATC2IP
Q8NCG5	ENSG00000140835	CHST4	CHST4
Q8NCG7	ENSG00000164535	DGLB	DAGLB
Q8NCG7-2	ENSG_DAGLB	DGLB	DAGLB
Q8NCG7-3	ENSG_DAGLB	DGLB	DAGLB
Q8NCG7-4	ENSG_DAGLB	DGLB	DAGLB
Q8NCH0	ENSG00000169105	CHSTE	CHST14
Q8NCI6	ENSG00000166105	GLBL3	GLB1L3
Q8NCI6-2	ENSG_GLB1L3	GLBL3	GLB1L3
Q8NCI6-4	ENSG_GLB1L3	GLBL3	GLB1L3
Q8NCJ5	ENSG00000167778	SPRY3	SPRYD3
Q8NCK3	ENSG00000198298	ZN485	ZNF485
Q8NCK3-2	ENSG_ZNF485	ZN485	ZNF485
Q8NCK7	ENSG_SLC16A11	MOT11	SLC16A11
Q8NCL4	ENSG00000139629	GALT6	GALNT6
Q8NCL8	ENSG00000198270	TM116	TMEM116
Q8NCL8-2	ENSG_TMEM116	TM116	TMEM116
Q8NCL8-3	ENSG_TMEM116	TM116	TMEM116
Q8NCL9	ENSG00000198768	APCDL	APCDD1L
Q8NCM2	ENSG00000140015	KCNH5	KCNH5
Q8NCM2-2	ENSG_KCNH5	KCNH5	KCNH5
Q8NCM2-3	ENSG_KCNH5	KCNH5	KCNH5
Q8NCM8	ENSG00000187240	DYHC2	DYNC2H1
Q8NCM8-2	ENSG_DYNC2H1	DYHC2	DYNC2H1
Q8NCM8-3	ENSG_DYNC2H1	DYHC2	DYNC2H1
Q8NCN2	ENSG_ZBTB34	ZBT34	ZBTB34
Q8NCN4	ENSG00000166439	RN169	RNF169
Q8NCN5	ENSG00000090857	PDPR	PDPR
Q8NCN5-2	ENSG_PDPR	PDPR	PDPR
Q8NCP5	ENSG00000196323	ZBT44	ZBTB44
Q8NCP5-2	ENSG_ZBTB44	ZBT44	ZBTB44
Q8NCP5-3	ENSG_ZBTB44	ZBT44	ZBTB44
Q8NCP5-4	ENSG_ZBTB44	ZBT44	ZBTB44
Q8NCQ2	ENSG_CSNK1G2	CNAS1	CSNK1G2
Q8NCQ3	ENSG_LINC00301	NC301	LINC00301
Q8NCQ5	ENSG00000141665	FBX15	FBXO15
Q8NCQ5-2	ENSG_FBXO15	FBX15	FBXO15
Q8NCQ7	ENSG00000167525	PRCA1	PROCA1
Q8NCQ7-2	ENSG_PROCA1	PRCA1	PROCA1
Q8NCQ7-3	ENSG_PROCA1	PRCA1	PROCA1
Q8NCR0	ENSG00000282880	B3GL2	B3GALNT2
Q8NCR0	ENSG00000162885	B3GL2	B3GALNT2
Q8NCR0-2	ENSG_B3GALNT2	B3GL2	B3GALNT2
Q8NCR3	ENSG00000166323	MFI	C11orf65
Q8NCR3-2	ENSG_MFI	MFI	MFI
Q8NCR6	ENSG00000164972	SMRP1	C9orf24
Q8NCR6-2	ENSG_SMRP1	SMRP1	SMRP1
Q8NCR6-3	ENSG_SMRP1	SMRP1	SMRP1
Q8NCR6-4	ENSG_SMRP1	SMRP1	SMRP1
Q8NCR6-5	ENSG_SMRP1	SMRP1	SMRP1
Q8NCR9	ENSG00000180745	CLRN3	CLRN3
Q8NCR9-2	ENSG_CLRN3	CLRN3	CLRN3
Q8NCS4	ENSG00000243749	TM35B	TMEM35B
Q8NCS7	ENSG00000137968	CTL5	SLC44A5
Q8NCS7-4	ENSG_SLC44A5	CTL5	SLC44A5
Q8NCS7-5	ENSG_SLC44A5	CTL5	SLC44A5
Q8NCT1	ENSG00000140450	ARRD4	ARRDC4
Q8NCT3	ENSG00000164542	MACA2	MATCAP2
Q8NCT3-2	ENSG_MATCAP2	MACA2	MATCAP2
Q8NCT3-3	ENSG_MATCAP2	MACA2	MATCAP2
Q8NCT3-4	ENSG_MATCAP2	MACA2	MATCAP2
Q8NCT3-5	ENSG_MATCAP2	MACA2	MATCAP2
Q8NCT3-6	ENSG_MATCAP2	MACA2	MATCAP2
Q8NCU1	ENSG00000175699	CC197	CCDC197
Q8NCU1-2	ENSG_CCDC197	CC197	CCDC197
Q8NCU4	ENSG00000163617	CC191	CCDC191
Q8NCU4-2	ENSG_CCDC191	CC191	CCDC191
Q8NCU7	ENSG00000198535	C2C4A	C2CD4A
Q8NCU8	ENSG00000175701	MTLN	MTLN
Q8NCU8-1	ENSG_MTLN	MTLN	MTLN
Q8NCV1	ENSG00000140955	ADAD2	ADAD2
Q8NCV1-2	ENSG_ADAD2	ADAD2	ADAD2
Q8NCW0	ENSG00000131650	KREM2	KREMEN2
Q8NCW0-2	ENSG_KREMEN2	KREM2	KREMEN2
Q8NCW0-3	ENSG_KREMEN2	KREM2	KREMEN2
Q8NCW0-4	ENSG_KREMEN2	KREM2	KREMEN2
Q8NCW0-5	ENSG_KREMEN2	KREM2	KREMEN2
Q8NCW0-6	ENSG_KREMEN2	KREM2	KREMEN2
Q8NCW5	ENSG00000163382	NNRE	NAXE
Q8NCW5-2	ENSG_NAXE	NNRE	NAXE
Q8NCW6	ENSG00000178234	GLT11	GALNT11
Q8NCW6-2	ENSG_GALNT11	GLT11	GALNT11
Q8NCX0	ENSG00000144395	CC150	CCDC150
Q8NCX0-2	ENSG_CCDC150	CC150	CCDC150
Q8NCX0-3	ENSG_CCDC150	CC150	CCDC150
Q8NCX0-4	ENSG_CCDC150	CC150	CCDC150
Q8NCY6	ENSG00000170903	MSD4	MSANTD4
Q8ND04	ENSG00000167447	SMG8	SMG8
Q8ND04-2	ENSG_SMG8	SMG8	SMG8
Q8ND04-3	ENSG_SMG8	SMG8	SMG8
Q8ND07	ENSG00000119636	BBOF1	BBOF1
Q8ND23	ENSG00000284765	CARL3	CARMIL3
Q8ND23	ENSG00000186648	CARL3	CARMIL3
Q8ND23-2	ENSG_CARMIL3	CARL3	CARMIL3
Q8ND23-3	ENSG_CARMIL3	CARL3	CARMIL3
Q8ND24	ENSG00000167257	RN214	RNF214
Q8ND24-2	ENSG_RNF214	RN214	RNF214
Q8ND25	ENSG00000186187	ZNRF1	ZNRF1
Q8ND25-2	ENSG_ZNRF1	ZNRF1	ZNRF1
Q8ND30	ENSG00000166387	LIPB2	PPFIBP2
Q8ND30-2	ENSG_PPFIBP2	LIPB2	PPFIBP2
Q8ND30-3	ENSG_PPFIBP2	LIPB2	PPFIBP2
Q8ND56	ENSG00000262860	LS14A	LSM14A
Q8ND56	ENSG00000257103	LS14A	LSM14A
Q8ND56-2	ENSG_LSM14A	LS14A	LSM14A
Q8ND56-3	ENSG_LSM14A	LS14A	LSM14A
Q8ND61	ENSG00000131379	CC020	C3orf20
Q8ND61-2	ENSG_C3orf20	CC020	C3orf20
Q8ND71	ENSG00000171115	GIMA8	GIMAP8
Q8ND76	ENSG00000108100	CCNY	CCNY
Q8ND76-2	ENSG_CCNY	CCNY	CCNY
Q8ND76-3	ENSG_CCNY	CCNY	CCNY
Q8ND82	ENSG00000056277	Z280C	ZNF280C
Q8ND83	ENSG00000139737	SLAI1	SLAIN1
Q8ND83-2	ENSG_SLAIN1	SLAI1	SLAIN1
Q8ND83-3	ENSG_SLAIN1	SLAI1	SLAIN1
Q8ND83-4	ENSG_SLAIN1	SLAI1	SLAIN1
Q8ND90	ENSG00000176903	PNMA1	PNMA1
Q8ND94	ENSG00000177363	LRN4L	LRRN4CL
Q8NDA2	ENSG00000148357	HMCN2	HMCN2
Q8NDA2-2	ENSG_HMCN2	HMCN2	HMCN2
Q8NDA2-4	ENSG_HMCN2	HMCN2	HMCN2
Q8NDA8	ENSG00000179832	MROH1	MROH1
Q8NDA8-2	ENSG_MROH1	MROH1	MROH1
Q8NDA8-3	ENSG_MROH1	MROH1	MROH1
Q8NDA8-4	ENSG_MROH1	MROH1	MROH1
Q8NDA8-5	ENSG_MROH1	MROH1	MROH1
Q8NDA8-6	ENSG_MROH1	MROH1	MROH1
Q8NDA8-7	ENSG_MROH1	MROH1	MROH1
Q8NDB2	ENSG00000153064	BANK1	BANK1
Q8NDB2-2	ENSG_BANK1	BANK1	BANK1
Q8NDB2-3	ENSG_BANK1	BANK1	BANK1
Q8NDB2-4	ENSG_BANK1	BANK1	BANK1
Q8NDB6	ENSG00000268350	FA156	FAM156A
Q8NDB6	ENSG00000179304	FA156	FAM156B
Q8NDC0	ENSG00000168175	MISSL	MAPK1IP1L
Q8NDC4	ENSG00000171160	MORN4	MORN4
Q8NDC4-2	ENSG_MORN4	MORN4	MORN4
Q8NDD1	ENSG00000143633	CA131	C1orf131
Q8NDD1-5	ENSG_C1orf131	CA131	C1orf131
Q8NDD1-6	ENSG_C1orf131	CA131	C1orf131
Q8NDD1-7	ENSG_C1orf131	CA131	C1orf131
Q8NDF8	ENSG00000121274	PAPD5	TENT4B
Q8NDF8-2	ENSG_TENT4B	PAPD5	TENT4B
Q8NDF8-3	ENSG_TENT4B	PAPD5	TENT4B
Q8NDF8-4	ENSG_TENT4B	PAPD5	TENT4B
Q8NDF8-5	ENSG_TENT4B	PAPD5	TENT4B
Q8NDG6	ENSG00000156414	TDRD9	TDRD9
Q8NDG6-2	ENSG_TDRD9	TDRD9	TDRD9
Q8NDH2	ENSG00000175820	CC168	CCDC168
Q8NDH3	ENSG00000215440	PEPL1	NPEPL1
Q8NDH3-2	ENSG_NPEPL1	PEPL1	NPEPL1
Q8NDH3-3	ENSG_NPEPL1	PEPL1	NPEPL1
Q8NDH3-4	ENSG_NPEPL1	PEPL1	NPEPL1
Q8NDH3-5	ENSG_NPEPL1	PEPL1	NPEPL1
Q8NDH6	ENSG00000163596	ICA1L	ICA1L
Q8NDH6-2	ENSG_ICA1L	ICA1L	ICA1L
Q8NDI1	ENSG00000115504	EHBP1	EHBP1
Q8NDI1-2	ENSG_EHBP1	EHBP1	EHBP1
Q8NDI1-3	ENSG_EHBP1	EHBP1	EHBP1
Q8NDL9	ENSG00000084693	CBPC5	AGBL5
Q8NDL9-2	ENSG_AGBL5	CBPC5	AGBL5
Q8NDL9-3	ENSG_AGBL5	CBPC5	AGBL5
Q8NDM7	ENSG00000197748	CFA43	CFAP43
Q8NDM7-2	ENSG_CFAP43	CFA43	CFAP43
Q8NDM7-3	ENSG_CFAP43	CFA43	CFAP43
Q8NDM7-4	ENSG_CFAP43	CFA43	CFAP43
Q8NDM7-5	ENSG_CFAP43	CFA43	CFAP43
Q8NDN9	ENSG00000136144	RCBT1	RCBTB1
Q8NDN9-2	ENSG_RCBTB1	RCBT1	RCBTB1
Q8NDP4	ENSG00000171291	ZN439	ZNF439
Q8NDQ6	ENSG00000171817	ZN540	ZNF540
Q8NDQ6-2	ENSG_ZNF540	ZN540	ZNF540
Q8NDQ6-4	ENSG_ZNF540	ZN540	ZNF540
Q8NDT2	ENSG00000259956	RB15B	RBM15B
Q8NDT2-2	ENSG_RBM15B	RB15B	RBM15B
Q8NDV1	ENSG00000184005	SIA7C	ST6GALNAC3
Q8NDV1-2	ENSG_ST6GALNAC3	SIA7C	ST6GALNAC3
Q8NDV2	ENSG00000154478	GPR26	GPR26
Q8NDV3	ENSG00000077935	SMC1B	SMC1B
Q8NDV3-2	ENSG_SMC1B	SMC1B	SMC1B
Q8NDV7	ENSG00000090905	TNR6A	TNRC6A
Q8NDV7-2	ENSG_TNRC6A	TNR6A	TNRC6A
Q8NDV7-3	ENSG_TNRC6A	TNR6A	TNRC6A
Q8NDV7-4	ENSG_TNRC6A	TNR6A	TNRC6A
Q8NDV7-5	ENSG_TNRC6A	TNR6A	TNRC6A
Q8NDV7-6	ENSG_TNRC6A	TNR6A	TNRC6A
Q8NDW4	ENSG00000198105	ZN248	ZNF248
Q8NDW4-2	ENSG_ZNF248	ZN248	ZNF248
Q8NDW8	ENSG00000168026	TT21A	TTC21A
Q8NDW8-3	ENSG_TTC21A	TT21A	TTC21A
Q8NDW8-5	ENSG_TTC21A	TT21A	TTC21A
Q8NDW8-6	ENSG_TTC21A	TT21A	TTC21A
Q8NDW8-7	ENSG_TTC21A	TT21A	TTC21A
Q8NDX1	ENSG00000125637	PSD4	PSD4
Q8NDX1-2	ENSG_PSD4	PSD4	PSD4
Q8NDX2	ENSG00000179520	VGLU3	SLC17A8
Q8NDX2-2	ENSG_SLC17A8	VGLU3	SLC17A8
Q8NDX5	ENSG00000173889	PHC3	PHC3
Q8NDX5-2	ENSG_PHC3	PHC3	PHC3
Q8NDX5-3	ENSG_PHC3	PHC3	PHC3
Q8NDX5-4	ENSG_PHC3	PHC3	PHC3
Q8NDX5-5	ENSG_PHC3	PHC3	PHC3
Q8NDX5-6	ENSG_PHC3	PHC3	PHC3
Q8NDX5-7	ENSG_PHC3	PHC3	PHC3
Q8NDX6	ENSG00000139651	ZN740	ZNF740
Q8NDX9	ENSG00000240433	LY65B	LY6G5B
Q8NDX9	ENSG00000241713	LY65B	LY6G5B
Q8NDX9	ENSG00000244672	LY65B	LY6G5B
Q8NDX9	ENSG00000241132	LY65B	LY6G5B
Q8NDX9	ENSG00000239497	LY65B	LY6G5B
Q8NDX9	ENSG00000239285	LY65B	LY6G5B
Q8NDX9	ENSG00000240053	LY65B	LY6G5B
Q8NDX9-2	ENSG_LY6G5B	LY65B	LY6G5B
Q8NDY3	ENSG00000153531	ARHL1	ADPRHL1
Q8NDY3-2	ENSG_ADPRHL1	ARHL1	ADPRHL1
Q8NDY4	ENSG_MDS2	MDS2	MDS2
Q8NDY6	ENSG00000125533	BHE23	BHLHE23
Q8NDY8	ENSG00000178821	TMM52	TMEM52
Q8NDY8-2	ENSG_TMEM52	TMM52	TMEM52
Q8NDZ0	ENSG00000177324	BEND2	BEND2
Q8NDZ0-2	ENSG_BEND2	BEND2	BEND2
Q8NDZ2	ENSG00000170085	SIMC1	SIMC1
Q8NDZ2-2	ENSG_SIMC1	SIMC1	SIMC1
Q8NDZ2-3	ENSG_SIMC1	SIMC1	SIMC1
Q8NDZ2-4	ENSG_SIMC1	SIMC1	SIMC1
Q8NDZ2-5	ENSG_SIMC1	SIMC1	SIMC1
Q8NDZ4	ENSG00000181744	DIK2A	DIPK2A
Q8NDZ4-2	ENSG_DIPK2A	DIK2A	DIPK2A
Q8NDZ6	ENSG00000164180	T161B	TMEM161B
Q8NDZ6-2	ENSG_TMEM161B	T161B	TMEM161B
Q8NDZ6-3	ENSG_TMEM161B	T161B	TMEM161B
Q8NE00	ENSG00000109066	TM104	TMEM104
Q8NE00-2	ENSG_TMEM104	TM104	TMEM104
Q8NE01	ENSG00000168763	CNNM3	CNNM3
Q8NE01-2	ENSG_CNNM3	CNNM3	CNNM3
Q8NE01-3	ENSG_CNNM3	CNNM3	CNNM3
Q8NE09	ENSG00000132554	RGS22	RGS22
Q8NE09-2	ENSG_RGS22	RGS22	RGS22
Q8NE09-3	ENSG_RGS22	RGS22	RGS22
Q8NE18	ENSG00000179299	NSUN7	NSUN7
Q8NE18-2	ENSG_NSUN7	NSUN7	NSUN7
Q8NE18-3	ENSG_NSUN7	NSUN7	NSUN7
Q8NE22	ENSG00000155542	SETD9	SETD9
Q8NE22-2	ENSG_SETD9	SETD9	SETD9
Q8NE28	ENSG00000281245	STKL1	STKLD1
Q8NE28	ENSG00000198870	STKL1	STKLD1
Q8NE28-2	ENSG_STKLD1	STKL1	STKLD1
Q8NE28-3	ENSG_STKLD1	STKL1	STKLD1
Q8NE31	ENSG00000148541	FA13C	FAM13C
Q8NE31-2	ENSG_FAM13C	FA13C	FAM13C
Q8NE31-3	ENSG_FAM13C	FA13C	FAM13C
Q8NE31-4	ENSG_FAM13C	FA13C	FAM13C
Q8NE31-5	ENSG_FAM13C	FA13C	FAM13C
Q8NE35	ENSG00000107864	CPEB3	CPEB3
Q8NE35-2	ENSG_CPEB3	CPEB3	CPEB3
Q8NE62	ENSG00000016391	CHDH	CHDH
Q8NE63	ENSG00000160396	HIPK4	HIPK4
Q8NE65	ENSG00000172687	ZN738	ZNF738
Q8NE65-2	ENSG_ZNF738	ZN738	ZNF738
Q8NE71	ENSG00000236149	ABCF1	ABCF1
Q8NE71	ENSG00000231129	ABCF1	ABCF1
Q8NE71	ENSG00000232169	ABCF1	ABCF1
Q8NE71	ENSG00000236342	ABCF1	ABCF1
Q8NE71	ENSG00000225989	ABCF1	ABCF1
Q8NE71	ENSG00000206490	ABCF1	ABCF1
Q8NE71	ENSG00000204574	ABCF1	ABCF1
Q8NE71-2	ENSG_ABCF1	ABCF1	ABCF1
Q8NE79	ENSG00000112276	POPD1	BVES
Q8NE86	ENSG00000156026	MCU	MCU
Q8NE86-2	ENSG_MCU	MCU	MCU
Q8NE86-3	ENSG_MCU	MCU	MCU
Q8NEA4	ENSG00000153832	FBX36	FBXO36
Q8NEA4-3	ENSG_FBXO36	FBX36	FBXO36
Q8NEA5	ENSG00000177025	CS018	C19orf18
Q8NEA6	ENSG00000107249	GLIS3	GLIS3
Q8NEA6-2	ENSG_GLIS3	GLIS3	GLIS3
Q8NEA9	ENSG00000244234	GMCL2	GMCL2
Q8NEB5	ENSG00000147535	PLPP5	PLPP5
Q8NEB5-2	ENSG_PLPP5	PLPP5	PLPP5
Q8NEB5-3	ENSG_PLPP5	PLPP5	PLPP5
Q8NEB5-4	ENSG_PLPP5	PLPP5	PLPP5
Q8NEB7	ENSG00000111644	ACRBP	ACRBP
Q8NEB9	ENSG00000078142	PK3C3	PIK3C3
Q8NEC5	ENSG00000175294	CTSR1	CATSPER1
Q8NEC7	ENSG00000138780	GSTCD	GSTCD
Q8NEC7-3	ENSG_GSTCD	GSTCD	GSTCD
Q8NEE0	ENSG_KLHL30	KLAS1	KLHL30
Q8NEE6	ENSG00000161040	FXL13	FBXL13
Q8NEE6-2	ENSG_FBXL13	FXL13	FBXL13
Q8NEE6-3	ENSG_FBXL13	FXL13	FBXL13
Q8NEE6-4	ENSG_FBXL13	FXL13	FBXL13
Q8NEE8	ENSG00000167094	TTC16	TTC16
Q8NEE8-2	ENSG_TTC16	TTC16	TTC16
Q8NEF3	ENSG00000164221	CC112	CCDC112
Q8NEF3-2	ENSG_CCDC112	CC112	CCDC112
Q8NEF9	ENSG00000151304	SRFB1	SRFBP1
Q8NEG0	ENSG00000180219	GAR6	GARIN6
Q8NEG2	ENSG00000164746	CG057	C7orf57
Q8NEG2-2	ENSG_C7orf57	CG057	C7orf57
Q8NEG4	ENSG00000133477	FA83F	FAM83F
Q8NEG4-2	ENSG_FAM83F	FA83F	FAM83F
Q8NEG5	ENSG00000163012	ZSWM2	ZSWIM2
Q8NEG7	ENSG00000205593	DEN6B	DENND6B
Q8NEH6	ENSG00000138587	MNS1	MNS1
Q8NEJ0	ENSG00000167065	DUS18	DUSP18
Q8NEJ9	ENSG00000129460	NGDN	NGDN
Q8NEJ9-2	ENSG_NGDN	NGDN	NGDN
Q8NEK5	ENSG00000188785	ZN548	ZNF548
Q8NEK5-2	ENSG_ZNF548	ZN548	ZNF548
Q8NEK8	ENSG00000174016	TET5D	TENT5D
Q8NEL0	ENSG00000138483	CCD54	CCDC54
Q8NEL9	ENSG00000100523	DDHD1	DDHD1
Q8NEL9-2	ENSG_DDHD1	DDHD1	DDHD1
Q8NEL9-3	ENSG_DDHD1	DDHD1	DDHD1
Q8NEL9-4	ENSG_DDHD1	DDHD1	DDHD1
Q8NEM0	ENSG00000147316	MCPH1	MCPH1
Q8NEM0-2	ENSG_MCPH1	MCPH1	MCPH1
Q8NEM0-3	ENSG_MCPH1	MCPH1	MCPH1
Q8NEM1	ENSG00000173041	ZN680	ZNF680
Q8NEM1-2	ENSG_ZNF680	ZN680	ZNF680
Q8NEM2	ENSG00000171241	SHCBP	SHCBP1
Q8NEM7	ENSG00000102710	SP20H	SUPT20H
Q8NEM7-2	ENSG_SUPT20H	SP20H	SUPT20H
Q8NEM7-3	ENSG_SUPT20H	SP20H	SUPT20H
Q8NEM8	ENSG00000146856	CBPC3	AGBL3
Q8NEM8-2	ENSG_AGBL3	CBPC3	AGBL3
Q8NEM8-3	ENSG_AGBL3	CBPC3	AGBL3
Q8NEM8-4	ENSG_AGBL3	CBPC3	AGBL3
Q8NEN0	ENSG00000118690	ARMC2	ARMC2
Q8NEN0-2	ENSG_ARMC2	ARMC2	ARMC2
Q8NEN9	ENSG00000165650	PDZD8	PDZD8
Q8NEP3	ENSG00000154099	DAAF1	DNAAF1
Q8NEP3-2	ENSG_DNAAF1	DAAF1	DNAAF1
Q8NEP3-3	ENSG_DNAAF1	DAAF1	DNAAF1
Q8NEP7	ENSG00000162755	KLDC9	KLHDC9
Q8NEP7-2	ENSG_KLHDC9	KLDC9	KLHDC9
Q8NEP7-3	ENSG_KLHDC9	KLDC9	KLHDC9
Q8NEP9	ENSG00000186300	ZN555	ZNF555
Q8NEP9-2	ENSG_ZNF555	ZN555	ZNF555
Q8NEP9-4	ENSG_ZNF555	ZN555	ZNF555
Q8NEQ5	ENSG00000143110	CA162	C1orf162
Q8NEQ5-2	ENSG_C1orf162	CA162	C1orf162
Q8NEQ6	ENSG00000183888	SRARP	SRARP
Q8NER1	ENSG00000196689	TRPV1	TRPV1
Q8NER1-3	ENSG_TRPV1	TRPV1	TRPV1
Q8NER5	ENSG00000123612	ACV1C	ACVR1C
Q8NER5-2	ENSG_ACVR1C	ACV1C	ACVR1C
Q8NER5-3	ENSG_ACVR1C	ACV1C	ACVR1C
Q8NER5-4	ENSG_ACVR1C	ACV1C	ACVR1C
Q8NES3	ENSG00000106003	LFNG	LFNG
Q8NES3-2	ENSG_LFNG	LFNG	LFNG
Q8NES3-3	ENSG_LFNG	LFNG	LFNG
Q8NES3-4	ENSG_LFNG	LFNG	LFNG
Q8NES8	ENSG00000180383	DB124	DEFB124
Q8NET1	ENSG00000184276	D108B	DEFB108B
Q8NET4	ENSG00000243978	RTL9	RTL9
Q8NET5	ENSG00000235568	NFAM1	NFAM1
Q8NET6	ENSG00000180767	CHSTD	CHST13
Q8NET6-2	ENSG_CHST13	CHSTD	CHST13
Q8NET8	ENSG00000167723	TRPV3	TRPV3
Q8NET8-2	ENSG_TRPV3	TRPV3	TRPV3
Q8NET8-3	ENSG_TRPV3	TRPV3	TRPV3
Q8NEU8	ENSG00000136044	DP13B	APPL2
Q8NEU8-2	ENSG_APPL2	DP13B	APPL2
Q8NEU8-3	ENSG_APPL2	DP13B	APPL2
Q8NEV1	ENSG00000254598	CSK23	CSNK2A3
Q8NEV4	ENSG00000095777	MYO3A	MYO3A
Q8NEV4-2	ENSG_MYO3A	MYO3A	MYO3A
Q8NEV8	ENSG00000110723	EXPH5	EXPH5
Q8NEV8-2	ENSG_EXPH5	EXPH5	EXPH5
Q8NEV9	ENSG00000197272	IL27A	IL27
Q8NEW0	ENSG00000162695	ZNT7	SLC30A7
Q8NEW7	ENSG00000181585	TMIE	TMIE
Q8NEX5	ENSG00000180205	WFDC9	WFDC9
Q8NEX6	ENSG00000180083	WFD11	WFDC11
Q8NEX9	ENSG00000170426	DR9C7	SDR9C7
Q8NEY1	ENSG00000134369	NAV1	NAV1
Q8NEY1-2	ENSG_NAV1	NAV1	NAV1
Q8NEY1-3	ENSG_NAV1	NAV1	NAV1
Q8NEY1-4	ENSG_NAV1	NAV1	NAV1
Q8NEY1-5	ENSG_NAV1	NAV1	NAV1
Q8NEY1-6	ENSG_NAV1	NAV1	NAV1
Q8NEY1-7	ENSG_NAV1	NAV1	NAV1
Q8NEY3	ENSG00000150628	SPAT4	SPATA4
Q8NEY4	ENSG00000143882	VATC2	ATP6V1C2
Q8NEY4-2	ENSG_ATP6V1C2	VATC2	ATP6V1C2
Q8NEY8	ENSG00000134283	PPHLN	PPHLN1
Q8NEY8-2	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-3	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-5	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-6	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-7	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-8	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEY8-9	ENSG_PPHLN1	PPHLN	PPHLN1
Q8NEZ2	ENSG00000155975	VP37A	VPS37A
Q8NEZ2-2	ENSG_VPS37A	VP37A	VPS37A
Q8NEZ2-3	ENSG_VPS37A	VP37A	VPS37A
Q8NEZ3	ENSG00000157796	WDR19	WDR19
Q8NEZ3-2	ENSG_WDR19	WDR19	WDR19
Q8NEZ4	ENSG00000055609	KMT2C	KMT2C
Q8NEZ4-2	ENSG_KMT2C	KMT2C	KMT2C
Q8NEZ4-3	ENSG_KMT2C	KMT2C	KMT2C
Q8NEZ5	ENSG00000167196	FBX22	FBXO22
Q8NEZ5-2	ENSG_FBXO22	FBX22	FBXO22
Q8NEZ5-3	ENSG_FBXO22	FBX22	FBXO22
Q8NF37	ENSG00000153395	PCAT1	LPCAT1
Q8NF50	ENSG00000107099	DOCK8	DOCK8
Q8NF50-2	ENSG_DOCK8	DOCK8	DOCK8
Q8NF50-3	ENSG_DOCK8	DOCK8	DOCK8
Q8NF50-4	ENSG_DOCK8	DOCK8	DOCK8
