pro_id,intensity,tissue
Q6DKK2,19.6652506512382,liver
Q6DKK2,18.8895044576664,lung
Q6DKK2,19.3900019347817,thyroid
P26599,24.5811600241903,colon
P26599,22.8780703420936,heart
P26599,25.696899787924,liver
P26599,26.1384332480697,lung
P26599,26.0199710928904,thyroid
O43581,14.5717662607094,colon
O43581,15.5032642676432,heart
O43581,17.5626304494291,liver
O43581,14.5294348189014,lung
O43581,16.2958008413912,thyroid
Q15031,20.5753712868171,colon
Q15031,21.8484655979129,heart
Q15031,21.3855754580921,liver
Q15031,20.2535719304027,lung
Q15031,21.5613980983418,thyroid
O00443,21.2761924886337,colon
O00443,19.0130721613161,heart
O00443,20.9466618455688,liver
O00443,21.8319315332421,lung
O00443,20.1863098170302,thyroid
Q03405,15.2726773910309,colon
Q03405,15.3559556296885,heart
Q03405,15.8492648761282,liver
Q03405,20.584259356161,lung
Q03405,16.4163619200579,thyroid
Q9NQW6,15.6465725469283,heart
Q9NQW6,18.5971897731808,liver
Q9NQW6,14.8972996522912,lung
O95785,18.3558190641748,colon
O95785,17.6224424156902,heart
O95785,19.1372518655769,liver
O95785,19.2371525145803,lung
O95785,18.8220878970686,thyroid
Q9Y3P9,23.7803673740998,colon
Q9Y3P9,21.6171221779686,heart
Q9Y3P9,20.9747358882369,liver
Q9Y3P9,22.5965348930695,lung
Q9Y3P9,22.0345961397347,thyroid
P07585,29.5904383066912,colon
P07585,26.6863771695544,heart
P07585,26.0129652928653,liver
P07585,28.7403284579803,lung
P07585,28.4158946730067,thyroid
Q9NXS2,18.3691515596261,liver
Q9NXS2,20.1041075018924,lung
Q9NXS2,20.3970198672985,thyroid
P53041,24.0952378998886,colon
P53041,23.5053662090907,heart
P53041,23.5145389386468,liver
P53041,23.8693889766943,lung
P53041,23.3979155599333,thyroid
Q76N32,16.6855703524472,colon
Q76N32,14.3170329508945,heart
Q76N32,13.959572037279,thyroid
Q8IVH8,17.0462330896916,colon
Q8IVH8,16.5513573059263,heart
Q8IVH8,16.3886897633538,liver
Q8IVH8,17.0035940202777,lung
Q8IVH8,14.0254433277167,thyroid
O43914,16.0304367054437,heart
O43914,18.3957986870016,liver
O43914,20.5153033387208,lung
O43914,15.7644611879574,thyroid
Q96B96,22.4607711812803,heart
P38398,16.1930052650319,thyroid
P07992,14.0504759560278,heart
P07992,16.1751989642538,thyroid
Q13214,18.9248163134371,colon
Q13214,21.7371478394471,lung
Q13214,16.0387170550433,thyroid
O43462,13.5584835988057,heart
O43462,18.0763633759738,liver
O43462,13.5409157530461,lung
O43462,12.5862713044429,thyroid
P02788,23.9710756856738,colon
P02788,24.3648167570316,heart
P02788,25.405744581732,liver
P02788,28.4954757914432,lung
P02788,24.2314536974335,thyroid
O43909,16.5406293022908,heart
O43909,14.7833678418059,liver
O43909,14.6625044818267,thyroid
Q96RI1,14.6323163254204,liver
Q9NYP7,17.9435818060474,liver
Q9NYP7,20.2819616402025,lung
P09917,19.6520188487983,colon
P09917,17.8837528685708,heart
P09917,21.2259180181355,liver
P09917,24.2456291988108,lung
