pro_id	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	P1	P2	P3	P4	relative_P4	relative_PP4
P04275	3303	0.556832730491777	0.173376506360268	0.192512466941925	0.0599236961346976	0.0173546000713329	0.3303	0.3303	0.10906506	0.03303	0.232450023245002	0.224572757466909
P04406	3339	0.53664895149726	0.178665779956598	0.199405572225304	0.0663689056579219	0.0189107906629163	0.3339	0.3339	0.11145582	0.03339	0.230520977408944	0.221750211114383
P04424	3535	0.585136465048053	0.168299816440101	0.180140360559549	0.0517982278137227	0.0146251301385749	0.3535	0.3535	0.1249269	0.03535	0.220555800617556	0.22018052970279
P04433	978	0.837672719372365	0.0715495418034013	0.0772925902202077	0.00659503123826524	0.00689011736576081	0.0978	0.0978	0.00955506	0.00978	0.505816894284269	0.510941152231999
P04440	1505	0.707992821682317	0.113374482792709	0.140274298260725	0.0224469236390676	0.0159114736251814	0.1505	0.1505	0.0226352	0.01505	0.399361022364217	0.414810700133483
P04632	3919	0.540344704813989	0.187213387066206	0.188886779158103	0.0654255277218907	0.0181296012398114	0.3919	0.3919	0.15354642	0.03919	0.203334688897926	0.216977718365096
P04792	3121	0.625211995929043	0.157638998682156	0.162846644660345	0.0410463880683335	0.0132559726601224	0.3121	0.3121	0.0973752	0.03121	0.242718446601942	0.244114113683016
P04843	3290	0.558915822648845	0.179959499606189	0.184126320567302	0.0592671900515714	0.0177311671260921	0.329	0.329	0.1082081	0.0329	0.233154581487526	0.230279810842974
P04844	1853	0.706400739218646	0.108364246821069	0.149394187298951	0.0229046340863054	0.0129361925750291	0.1853	0.1853	0.03431756	0.01853	0.350631136044881	0.360934548113668
P04899	1963	0.684396111106267	0.123656705579745	0.151189900084445	0.0273035409892953	0.0134537422402478	0.1963	0.1963	0.03851406	0.01963	0.337609723160027	0.330094186221318
P04908	3855	0.418875614571692	0.216026149223041	0.215514081609231	0.111108307431177	0.0384758471648587	0.3855	0.3855	0.1485717	0.03855	0.206015657189946	0.257218735960141
P05023	3407	0.546032724929748	0.166820791810368	0.20645800813862	0.0630582383344738	0.0176302367867906	0.3407	0.3407	0.11604242	0.03407	0.226963231956423	0.218497582960821
P05026	3654	0.518758384356312	0.194575318158133	0.194007861839309	0.0727483430690614	0.0199100925771837	0.3654	0.3654	0.13348062	0.03654	0.21491510853213	0.214876200297588
P05067	4063	0.524716168304274	0.179998967711692	0.206433643313011	0.0707970739965819	0.0180541466744408	0.4063	0.4063	0.16503906	0.04063	0.197550375345713	0.203195257623837
P05089	3432	1.05038006563482e-05	0.00427599532739115	1.96677549923762e-05	0.00701787626163592	0.988675956855325	0.3432	0.3432	0.11775192	0.03432	0.225682690137666	0.992951772896226
P05090	4146	0.517433370875927	0.194508186189476	0.195989890699163	0.0736560745133944	0.0184124777220397	0.4146	0.4146	0.1718517	0.04146	0.194363459669582	0.199986610791446
P05091	1842	3.2297940347536e-08	0.783466640247664	5.56668390080638e-09	0.134952141904412	0.0815811799833013	0.1842	0.1842	0.03391122	0.01842	0.351988736360436	0.376760395453622
P05106	2231	0.535598102448954	0.160153890126	0.212719066190665	0.0635790453466915	0.0279498958876901	0.2231	0.2231	0.0497513	0.02231	0.309597523219814	0.305366756249455
P05107	3528	0.536988825456937	0.189677217953628	0.188642298173062	0.0666148671538897	0.0180767912624824	0.3528	0.3528	0.12443256	0.03528	0.220896841175171	0.213442405078561
P05109	3134	0.590901373522284	0.172759192674273	0.170812824019865	0.0499241792290858	0.015602430554493	0.3134	0.3134	0.09818822	0.03134	0.241954996370675	0.23810831364578
P05120	4335	0.427096414491846	0.182764104646037	0.252820141623402	0.108158229963209	0.029161109275506	0.4335	0.4335	0.1878789	0.04335	0.187476565429321	0.212359813535168
P05154	2950	0.589047614410451	0.180765619308947	0.163336692763306	0.0501076578890655	0.0167424156282304	0.295	0.295	0.0869955	0.0295	0.253228665484933	0.250447228362414
P05155	2863	0.638841601470007	0.150419916126353	0.160060793313845	0.0376744783966179	0.0130032106931775	0.2863	0.2863	0.08193906	0.02863	0.258933195235629	0.256586496478504
P05156	4354	0.496480939688245	0.20186739498923	0.201211704596434	0.0817933211546602	0.0186466395714303	0.4354	0.4354	0.18952962	0.04354	0.186811133943583	0.185649610340664
P05161	1857	0.698123422704892	0.116661056379461	0.147267048483339	0.0245959484781323	0.0133525239541756	0.1857	0.1857	0.03446592	0.01857	0.350140056022409	0.351859326564295
P05165	3389	0.564749275800148	0.16371416274695	0.197553639034049	0.057251741746981	0.0167311806718724	0.3389	0.3389	0.11481932	0.03389	0.227894257064722	0.226149226400507
P05166	1752	0.663633496602003	0.17676528332233	0.112862408821884	0.0300453147867067	0.0166934964670763	0.1752	0.1752	0.03067752	0.01752	0.363504180298073	0.357165619305842
P05198	2983	0.539209208369736	0.160357183479949	0.215231614340599	0.0639872163393712	0.0212147774703454	0.2983	0.2983	0.08895306	0.02983	0.251130085384229	0.248993908730878
P05362	2771	0.640353494087893	0.143423663488904	0.165764044392226	0.0371137835808803	0.0133450144500968	0.2771	0.2771	0.0767567	0.02771	0.26525198938992	0.264473490666666
P05386	3342	0.577941496615087	0.178228028183312	0.174146960440801	0.0536881763732219	0.0159953383875783	0.3342	0.3342	0.11165622	0.03342	0.230361667818475	0.229542646384655
P05387	1679	0.698724037408192	0.110530995152333	0.147523312384425	0.0233167740552269	0.0199048809998226	0.1679	0.1679	0.02817362	0.01679	0.373412994772218	0.460530282203925
P05388	2857	0.621125462801286	0.170860490806728	0.152080733792325	0.0418205734461672	0.0141127391534944	0.2857	0.2857	0.08159592	0.02857	0.259336099585062	0.252313665999103
P05413	3624	0.490213006087777	0.21721208675985	0.186554643897018	0.0826384876411191	0.023381775614236	0.3624	0.3624	0.13129752	0.03624	0.216309755569976	0.220540629652275
P05452	2279	0.678577622622388	0.141857519265332	0.138182254886207	0.0288746690536183	0.012507934172454	0.2279	0.2279	0.05191562	0.02279	0.305064063453325	0.30225102331343
P05455	4070	0.519027458058851	0.180890749748298	0.209113432246565	0.0728618248716217	0.0181065350746642	0.407	0.407	0.1656083	0.0407	0.197277569540343	0.199042118439373
P05538	681	0.876128151237218	0.0594038889988411	0.0552931734641768	0.00374359745979008	0.00543118883997362	0.0681	0.0681	0.0046308	0.00681	0.595238095238095	0.591968974810182
P05546	2208	0.675538510759891	0.137107334219512	0.14488884601768	0.0293935766218032	0.0130717323811136	0.2208	0.2208	0.04873056	0.02208	0.311817898347365	0.307821435615028
P05556	3912	0.548699766316853	0.181988126781379	0.190120223275572	0.0630413271775565	0.0161505564486396	0.3912	0.3912	0.15299832	0.03912	0.203624516391774	0.203942067155189
P05771	3282	0.589611440717844	0.161650801555191	0.1833234890241	0.0502457098741961	0.0151685588286681	0.3282	0.3282	0.10768242	0.03282	0.233590282644242	0.231884558666693
P05783	4064	0.488093840434799	0.218129691246055	0.187316947819381	0.08368938643935	0.0227701340604149	0.4064	0.4064	0.16512032	0.04064	0.197511356903022	0.213885371205154
P05787	4065	0.520172643926106	0.194117536515354	0.194788850636175	0.0726728714138108	0.0182480975085539	0.4065	0.4065	0.1652016	0.04065	0.197472353870458	0.200702849131926
P05997	2203	0.646241791272009	0.129064633985337	0.174366199161137	0.0348081489082061	0.0155192266733114	0.2203	0.2203	0.04851006	0.02203	0.312304809494066	0.30836550672455
P06126	4329	0.507786228344277	0.204182553963908	0.192766932406787	0.0774944634400626	0.0177698218449652	0.4329	0.4329	0.18735912	0.04329	0.187687687687688	0.186531833958534
P06132	2704	0.511213141540423	0.130296124831732	0.268676932927666	0.0684580324702313	0.0213557682299482	0.2704	0.2704	0.07308912	0.02704	0.270051309748852	0.237778248592763
P06276	3259	0.541817775964531	0.160542220373715	0.21458950942821	0.0635640241505912	0.0194864700829537	0.3259	0.3259	0.10617822	0.03259	0.234852043212776	0.234634005044643
P06312	1029	0.824045417670671	0.0834385834216104	0.0771834290919928	0.00780767053650434	0.00752489927922147	0.1029	0.1029	0.01057812	0.01029	0.493096646942801	0.49077873896283
P06331	144	0.970726642738449	0.0142072413427926	0.0134524769124861	0.000195467932324712	0.00141817107394798	0.0144	0.0144	0.00020592	0.00144	0.874890638670166	0.878865141729426
P06396	2065	0.629544662525704	0.133172613488198	0.179104929055648	0.0378671863567192	0.0203106085737306	0.2065	0.2065	0.0426216	0.02065	0.326370757180157	0.349112725877828
P06576	1856	0.738608224348347	0.117192899224628	0.115904218824965	0.0183802835532046	0.0099143740488558	0.1856	0.1856	0.0344288	0.01856	0.350262697022767	0.350397385552171
P06702	3060	0.602739832189088	0.155266926935595	0.180409609978043	0.0464587336981498	0.0151248971991245	0.306	0.306	0.0936054	0.0306	0.246366100024637	0.245599309081887
P06703	3123	0.528179392514754	0.157011179942764	0.225804907486378	0.067102820437875	0.0219016996182289	0.3123	0.3123	0.09750006	0.03123	0.242600679281902	0.246074015167131
P06730	3835	0.529357317310221	0.19878487033056	0.184941747981272	0.0694320544945963	0.0174840098833505	0.3835	0.3835	0.1470339	0.03835	0.206868018204386	0.201159705153271
P06731	1838	0.71798440831206	0.127849180477318	0.120921131422815	0.0215203130215542	0.011724966766252	0.1838	0.1838	0.03376406	0.01838	0.352485019386676	0.352680646428265
P06732	3843	0.488351895536178	0.2349570216195	0.17302778510544	0.0832271019368342	0.0204361958020477	0.3843	0.3843	0.14764806	0.03843	0.206526228831062	0.197140128163051
P06733	3109	0.57325223245076	0.155160869714512	0.199890127293213	0.0540861926739121	0.0176105778676025	0.3109	0.3109	0.09662772	0.03109	0.243427458617332	0.245625817377722
P06737	3607	0.500919707661935	0.211449628201408	0.18476368823597	0.0779680660005229	0.0248989099001647	0.3607	0.3607	0.13006842	0.03607	0.217108119843682	0.242049595432875
P06744	3431	0.555707397050979	0.170008781939778	0.195277637286049	0.0597224318186612	0.0192837519045328	0.3431	0.3431	0.1176833	0.03431	0.225733634311512	0.244079020094115
P06746	1534	0.0142578590335449	0.00191468992034404	0.78430736523496	0.105230458157681	0.0942896276534696	0.1534	0.1534	0.02351622	0.01534	0.394788787998421	0.472582132621557
P06748	3377	0.570152184104397	0.16686777985337	0.19064939624913	0.0557812575356452	0.0165493822574582	0.3377	0.3377	0.11400752	0.03377	0.228519195612431	0.228801823194106
P06753	2255	0.689477390916481	0.137280137850592	0.134360673352563	0.0267400796055026	0.0121417182748609	0.2255	0.2255	0.0508277	0.02255	0.307314074984634	0.312272552627841
P06756	3115	0.564051727412222	0.174327269492597	0.18549565201257	0.0573109462297914	0.0188144048528199	0.3115	0.3115	0.0970011	0.03115	0.243072435585805	0.247150319640595
P06865	2507	0.531027711138023	0.232260974880084	0.14840012057392	0.0648838382241488	0.0234273551838239	0.2507	0.2507	0.06282542	0.02507	0.285225328009127	0.265281832118338
P06899	3029	0.608024775164072	0.146714416207234	0.185813289612647	0.0448215211833554	0.0146259978326915	0.3029	0.3029	0.09171812	0.03029	0.248262164846078	0.246032098139259
P07093	3876	0.454546823361841	0.255314840870996	0.170225206625435	0.0955896359672971	0.024323493174432	0.3876	0.3876	0.150195	0.03876	0.205128205128205	0.202842619057028
P07099	3543	0.543234561987577	0.184479206367045	0.189787608364003	0.0644326700993804	0.0180659531819952	0.3543	0.3543	0.12549306	0.03543	0.220167327168648	0.218984905001119
P07108	2740	0.618661869052571	0.146713136009075	0.17761128387334	0.0421048818855147	0.0149088291794984	0.274	0.274	0.0750486	0.0274	0.267451190157796	0.261495505221503
P07195	3979	0.529924713331198	0.196818323812082	0.18674020833608	0.0693396463582972	0.017177108162343	0.3979	0.3979	0.15828462	0.03979	0.200883889112093	0.198540828970244
P07196	3472	0.508382855036319	0.178866489635976	0.216254981479575	0.0760654743906593	0.0204301994574703	0.3472	0.3472	0.12051312	0.03472	0.223663609930664	0.21172140307165
P07197	3451	0.532805454595492	0.200313058998985	0.179104123054763	0.0673153628469879	0.0204620005037711	0.3451	0.3451	0.1190595	0.03451	0.224719101123596	0.233112498743039
P07203	1195	0.810577897477821	0.0953228193374143	0.0774232259205903	0.00909728357194085	0.00757877369223358	0.1195	0.1195	0.0142683	0.01195	0.455788514129444	0.454470356642108
P07225	1624	0.583329555073512	0.2595005674498	0.0904001030798937	0.0401888991097731	0.0265808752870213	0.1624	0.1624	0.02635752	0.01624	0.381242851696531	0.398097425476661
P07237	3200	0.558723788220352	0.175385588485454	0.188697206138641	0.0592148144910393	0.0179786026645134	0.32	0.32	0.102368	0.032	0.238151940938319	0.232903313870464
P07311	2897	0.536552756263922	0.197764683501252	0.177412817876586	0.0653685992579713	0.022901143100269	0.2897	0.2897	0.08389712	0.02897	0.256673511293634	0.259444997667778
P07332	3901	0.515481746247352	0.209309058848547	0.182592701804682	0.0741224563374777	0.0184940367619411	0.3901	0.3901	0.152139	0.03901	0.204081632653061	0.199684053488063
P07339	2799	0.624650032412818	0.172856127797006	0.146982455100681	0.0406588314689554	0.0148525532205396	0.2799	0.2799	0.07831602	0.02799	0.263296471827278	0.267558687350674
P07355	3546	0.541147344636064	0.176908778810636	0.198175388754538	0.0647673576358887	0.0190011301628738	0.3546	0.3546	0.1257057	0.03546	0.22002200220022	0.226829093638652
P07359	3683	0.535779461815129	0.204129812286295	0.175260911824022	0.0667556257787759	0.0180741882957782	0.3683	0.3683	0.13560806	0.03683	0.213583938487826	0.213064103616842
P07360	1856	0.708977078568086	0.107365301843316	0.149057880225451	0.0225608266796043	0.0120389126835438	0.1856	0.1856	0.0344288	0.01856	0.350262697022767	0.347948074324697
P07384	2653	0.590265563151305	0.177268045551368	0.165799092865279	0.0497757492233717	0.016891549208676	0.2653	0.2653	0.07035756	0.02653	0.27382256297919	0.253370837066288
P07451	1411	0.746269560959087	0.112983348005861	0.112292529866733	0.0169893433963251	0.0114652177719943	0.1411	0.1411	0.0198951	0.01411	0.4149377593361	0.402930753497594
P07476	3252	5.05902740512041e-06	0.00037865606982693	0.00149677310444974	0.111142901025381	0.886976610772936	0.3252	0.3252	0.10572252	0.03252	0.235238767348859	0.88864770229255
P07585	3324	0.5615046039056	0.178062249782739	0.184084278054182	0.0583581302625546	0.0179907379949244	0.3324	0.3324	0.11045652	0.03324	0.231320842007865	0.235638568135056
P07602	3613	0.545350967268849	0.195024499653262	0.17803448552904	0.0636494746243236	0.0179405729245267	0.3613	0.3613	0.13050156	0.03613	0.216825672159584	0.219886781090368
P07686	3368	0.533758567411248	0.212951246549836	0.166399946715901	0.0663673127775992	0.0205229265454158	0.3368	0.3368	0.11340056	0.03368	0.228990153423403	0.236193693391978
P07711	2368	0.66308323683479	0.136324990113934	0.153969444286552	0.0316399921888045	0.0149823365759198	0.2368	0.2368	0.05605056	0.02368	0.297000297000297	0.321355388563427
P07737	3718	0.559697420159991	0.174589504161221	0.190350633568133	0.0593611219868496	0.0160013201238049	0.3718	0.3718	0.13819806	0.03718	0.211999152003392	0.212324862035524
P07738	3783	0.539690482319938	0.182693033935928	0.194348502298952	0.0657722832381773	0.0174956982070047	0.3783	0.3783	0.14307306	0.03783	0.209117524048515	0.210113153980113
P07741	4863	0.448042811686647	0.213136993029323	0.214686236577611	0.102105665121874	0.0220282935845459	0.4863	0.4863	0.23643906	0.04863	0.170590242238144	0.177455821228125
P07814	3731	0.552242457189711	0.192115457402871	0.177549817008191	0.0617501226782738	0.0163421457209526	0.3731	0.3731	0.1391663	0.03731	0.211416490486258	0.209267140729062
P07858	1945	0.685946170792616	0.137434428919687	0.135383477295511	0.0271109639758344	0.0141249590163505	0.1945	0.1945	0.0378108	0.01945	0.339673913043478	0.342540144403401
P07900	2475	0.535168375491361	0.132417844237038	0.250635236110914	0.0619954240100844	0.0197831201506037	0.2475	0.2475	0.0612315	0.02475	0.287852619458837	0.241910886940363
P07902	2328	0.65632678535481	0.155696505208638	0.139516667309541	0.0330813316526549	0.0153787104743553	0.2328	0.2328	0.05417256	0.02328	0.300571085061617	0.317348268787073
P07910	3939	0.495801595919194	0.19701818399699	0.206134620552576	0.0818931869878249	0.019152412543415	0.3939	0.3939	0.15511782	0.03939	0.202511138112596	0.189542272323237
P07942	3031	0.567738366307578	0.16791134060511	0.189836368661318	0.0561266278180813	0.0183872966079121	0.3031	0.3031	0.0918393	0.03031	0.248138957816377	0.246763229148858
P07947	3832	0.538223559845846	0.188017763319198	0.189835751350266	0.0662977426861205	0.0176251827985701	0.3832	0.3832	0.14680392	0.03832	0.206996481059822	0.210016305994782
P07948	2520	0.652480852041985	0.148910085833634	0.150770946989425	0.0343957124209879	0.0134424027139683	0.252	0.252	0.0634788	0.0252	0.284171639670361	0.280997749933205
P07951	1843	0.698223337240421	0.129677846340646	0.13272691833227	0.0246360313057764	0.0147358667808865	0.1843	0.1843	0.03394806	0.01843	0.351864883884588	0.374273720521444
P07954	4489	0.455021144912537	0.202178341123025	0.222174564789953	0.0986963067542575	0.0219296424202272	0.4489	0.4489	0.20146632	0.04489	0.182215743440233	0.181798713877941
P07996	3481	0.575650732281233	0.161796267138391	0.192822756677289	0.0541805113513729	0.0155497325517141	0.3481	0.3481	0.1211388	0.03481	0.223214285714286	0.222998396123862
P08123	2837	0.448410825083501	0.180798438234245	0.237123774291954	0.0955697821616932	0.0380971802286069	0.2837	0.2837	0.08045732	0.02837	0.260688216892596	0.285015680369583
P08133	4426	0.503842979577734	0.192358520631192	0.206822146720895	0.0789430791948175	0.0180332738753611	0.4426	0.4426	0.1958505	0.04426	0.184331797235023	0.185955372670191
P08134	2679	0.649650932513353	0.14812514137778	0.154057409578822	0.0351131573981944	0.013053359131851	0.2679	0.2679	0.07174362	0.02679	0.271886895051658	0.271004840545372
P08174	2552	0.617410050893104	0.144678423457201	0.17858131190812	0.0418296683311112	0.0175005454104633	0.2552	0.2552	0.06510152	0.02552	0.281610813855252	0.294968521210638
P08195	2474	0.657229065265177	0.151054618023925	0.145126906092362	0.0333420781139297	0.0132473325046066	0.2474	0.2474	0.06118202	0.02474	0.287935502447452	0.284342135449466
P08236	3579	0.483754878454928	0.284037137429824	0.133156142824936	0.0781618660519249	0.0208899752383869	0.3579	0.3579	0.12805662	0.03579	0.218435998252512	0.21089941354205
P08237	3382	0.366748412268556	0.123606033916489	0.335236051578787	0.112923867198977	0.0614856350371913	0.3382	0.3382	0.11434542	0.03382	0.228258388495777	0.35253603874136
P08238	2928	0.549480103707362	0.150301041824407	0.220734126842195	0.0603589825918085	0.0191257450342282	0.2928	0.2928	0.08570256	0.02928	0.254647313470843	0.240621633934658
P08240	3472	0.543003399101512	0.183302104292657	0.1913150984155	0.0645645803947287	0.0178148177956026	0.3472	0.3472	0.12051312	0.03472	0.223663609930664	0.216253313169912
P08243	3992	0.535631419041558	0.19697136294215	0.183294741680239	0.0673874995734013	0.0167149767626524	0.3992	0.3992	0.15932072	0.03992	0.200360649168503	0.19874535793528
P08246	3140	0.551755093529192	0.153184272836896	0.216821928581162	0.0601784106658608	0.0180602943868887	0.314	0.314	0.0985646	0.0314	0.241604252234839	0.230835804027077
P08253	3794	0.485320491155095	0.17823578683314	0.228746846363054	0.0839844324634535	0.0237124431852581	0.3794	0.3794	0.14390642	0.03794	0.208637596494888	0.22017763321755
P08254	4581	0.487209278219849	0.211796366084776	0.19709323405754	0.0856608151207621	0.0182403065170739	0.4581	0.4581	0.2098098	0.04581	0.17921146953405	0.175554471689472
P08294	4282	0.479453851269779	0.192304109327514	0.219692158229917	0.0880958572806375	0.0204540238921528	0.4282	0.4282	0.18331242	0.04282	0.189358076121947	0.188429721628105
P08311	4374	0.474483213001967	0.207892862609661	0.20561953776296	0.0900694173539556	0.0219349692714559	0.4374	0.4374	0.19127502	0.04374	0.186115764005211	0.195840269585292
P08397	3797	0.523552521494484	0.186344130107614	0.200644326264978	0.0713957699428996	0.0180632521900244	0.3797	0.3797	0.14413412	0.03797	0.208507089241034	0.201916494942063
P08473	2522	0.666089046758445	0.129205273953789	0.160940546983125	0.0312060408305997	0.0125590914740415	0.2522	0.2522	0.06357962	0.02522	0.284010224368077	0.286965691926165
P08493	3031	0.596645990610335	0.177357989592224	0.160336137453681	0.0476432354947735	0.018016646848987	0.3031	0.3031	0.0918393	0.03031	0.248138957816377	0.274393529288727
P08514	2420	0.631385503925543	0.136216763902127	0.179094314495743	0.0386235971151675	0.0146798205614195	0.242	0.242	0.0585398	0.0242	0.292483182217023	0.275401113123511
P08567	4168	0.494058878800047	0.20908417898627	0.194385827926486	0.0822432491870437	0.0202278651001541	0.4168	0.4168	0.17368056	0.04168	0.193535900909619	0.197400655207682
P08571	2171	0.595350360680496	0.163677299276648	0.171103330775835	0.0470179049416048	0.0228511043254159	0.2171	0.2171	0.0471107	0.02171	0.315457413249211	0.327056366837622
P08572	4742	0.452093589883235	0.203622599960304	0.222303981344598	0.100103663492531	0.0218761653193314	0.4742	0.4742	0.22481822	0.04742	0.174185681936945	0.179342482543342
P08574	1816	0.690481012457421	0.152507954662407	0.117248445688026	0.0258830246486057	0.0138795625435401	0.1816	0.1816	0.0329604	0.01816	0.355239786856128	0.349060851510228
P08575	2514	0.641324446116749	0.14403361261029	0.163400998108104	0.0366833044249071	0.0145576387399503	0.2514	0.2514	0.06317682	0.02514	0.284656988329064	0.284101693700563
P08579	4252	0.497626353450538	0.182650033105931	0.220281527254618	0.0808340798923559	0.018608006296557	0.4252	0.4252	0.18075252	0.04252	0.190439916206437	0.187124053906179
P08582	2285	0.653214439860708	0.140842343084282	0.157364378891342	0.0339153394047066	0.0146634987589616	0.2285	0.2285	0.0521894	0.02285	0.304506699147381	0.301849515411596
P08590	2759	0.644872433154826	0.140163196440066	0.166019384926921	0.036071484374967	0.0128735011032206	0.2759	0.2759	0.07609322	0.02759	0.266098988823843	0.263019816584841
P08603	2668	0.617040855680346	0.174157073546674	0.150556238522797	0.0424780698237651	0.0157677624264185	0.2668	0.2668	0.07115556	0.02668	0.272702481592583	0.270710569619662
P08621	3515	0.510263926226187	0.20708099332175	0.186229788184797	0.0755569798192504	0.0208683124480157	0.3515	0.3515	0.1235171	0.03515	0.221533008418254	0.216419488677038
P08631	1130	0.790239885153544	0.0939912866442488	0.0949276895098041	0.0112811579934496	0.00955998069895331	0.113	0.113	0.0127577	0.0113	0.469704086425552	0.458707215572541
P08637	3495	0.164522326502375	0.51524901845645	0.05521201878649	0.172820131514931	0.0921965047397548	0.3495	0.3495	0.1221153	0.03495	0.222518914107699	0.347889498722459
P08648	2772	0.625315750449334	0.174152731666331	0.145298583194773	0.0404514071978594	0.0147815274917025	0.2772	0.2772	0.07681212	0.02772	0.265181649429859	0.267621620592541
P08651	3116	0.584890549796595	0.169071025893088	0.178672610681142	0.0516321543042647	0.0157336593249115	0.3116	0.3116	0.0970634	0.03116	0.243013365735115	0.233555545124407
P08670	4575	0.481826486640049	0.220963393846814	0.190774344120825	0.0874692635973335	0.0189665117949789	0.4575	0.4575	0.2092605	0.04575	0.17940437746681	0.178196773829759
P08697	2520	0.649982852998686	0.143557026994424	0.157351379411107	0.0347386947735289	0.0143700458222545	0.252	0.252	0.0634788	0.0252	0.284171639670361	0.292616867138482
P08708	2106	0.690664046923667	0.122151982293371	0.148724437018938	0.0262914811357835	0.0121680526282412	0.2106	0.2106	0.0443313	0.02106	0.322061191626409	0.316385859040842
P08709	3654	0.509586076300429	0.202714084797264	0.190956068425432	0.0759418007143106	0.0208019697625641	0.3654	0.3654	0.13348062	0.03654	0.21491510853213	0.215021284161512
P08727	1455	0.750548609046071	0.0954827014495676	0.1262369819532	0.0160478330101168	0.0116838745410447	0.1455	0.1455	0.0211557	0.01455	0.407497962510187	0.421318251661547
P08729	4372	0.487334662026114	0.206508905591169	0.201092020774416	0.0851932202817689	0.0198711913265325	0.4372	0.4372	0.19110012	0.04372	0.18618506795755	0.189133418465387
P08754	2441	0.644602249168751	0.15262438456639	0.151687665194466	0.0359003526076533	0.0151853484627388	0.2441	0.2441	0.0595604	0.02441	0.290697674418605	0.297252423761682
P08758	3711	0.52154517664622	0.184682687182897	0.20211784577654	0.0715511980280161	0.0201030923663274	0.3711	0.3711	0.1376781	0.03711	0.212314225053079	0.219336075592683
P08779	1488	0.754418574017339	0.0953399620360687	0.123280740466432	0.0155682625484344	0.0113924609317255	0.1488	0.1488	0.02212656	0.01488	0.402090872537193	0.422557686187802
P08865	4036	0.489877379342009	0.176711637831282	0.22894575185757	0.0825648457911954	0.021900385177944	0.4036	0.4036	0.1628526	0.04036	0.198609731876862	0.209642815841892
P08962	2793	0.595281159853636	0.162013858676252	0.177210357924722	0.0482129258429547	0.0172816977024356	0.2793	0.2793	0.07798056	0.02793	0.263713080168776	0.263864371866474
P09001	4456	0.528384239637406	0.186038807513002	0.199548119314489	0.0702431118264192	0.0157857217086829	0.4456	0.4456	0.1985148	0.04456	0.183318056828598	0.183493383090472
P09012	2870	0.568193942793156	0.200075095210454	0.157836555099423	0.0555598076702399	0.0183345992267273	0.287	0.287	0.0823403	0.0287	0.258464719565779	0.248118903671447
P09086	943	0.829455873566516	0.0838630342271874	0.0721353724180903	0.00728606528160779	0.00725965450659839	0.0943	0.0943	0.00888306	0.00943	0.514933058702369	0.499092146164165
P09104	3891	0.496510678689455	0.188432770469279	0.213948863015887	0.0811766649965105	0.0199310228288684	0.3891	0.3891	0.1513599	0.03891	0.204498977505112	0.197126680053162
P09110	2929	0.526420260544009	0.155591410139372	0.228048320082804	0.0673805447871456	0.0225594644466696	0.2929	0.2929	0.08576112	0.02929	0.254582484725051	0.250827908945642
P09211	2013	0.69165782899529	0.144480238913507	0.125048058879623	0.0261085538715557	0.012705319340025	0.2013	0.2013	0.04050156	0.02013	0.332005312084993	0.327339641441251
P09234	3541	0.556161829450011	0.172623378418844	0.193961625055381	0.060185393502454	0.0170677735733102	0.3541	0.3541	0.1253514	0.03541	0.220264317180617	0.22093299497445
P09326	2946	0.570093143855517	0.201332173690109	0.155001012805524	0.0547207825016507	0.0188528871471998	0.2946	0.2946	0.0867597	0.02946	0.253485424588086	0.256245029467473
P09382	2664	0.587312249116246	0.150411707330685	0.194879861290373	0.0498915730665366	0.0175046091961594	0.2664	0.2664	0.07094232	0.02664	0.273000273000273	0.259727014327461
P09417	3959	0.51019125726306	0.188116869203628	0.206868719007177	0.0762577235131742	0.0185654310129616	0.3959	0.3959	0.15669722	0.03959	0.201694231544978	0.195790058933807
P09429	3425	0.55564270350934	0.20469912479495	0.1618949046528	0.0596240464535595	0.0181392205893502	0.3425	0.3425	0.117272	0.03425	0.226039783001808	0.233262069343627
P09455	2649	0.637141493483195	0.160950143171533	0.149490829079798	0.03774863892454	0.0146688953409349	0.2649	0.2649	0.07014552	0.02649	0.274122807017544	0.279847107394303
P09467	2985	0.607632699870211	0.179163083686267	0.153131454586718	0.045136523877614	0.0149362379791896	0.2985	0.2985	0.0890724	0.02985	0.251004016064257	0.248635779636591
P09471	4112	0.496652921919284	0.17239225457511	0.230745818814297	0.0800736085114446	0.0201353961798639	0.4112	0.4112	0.16904432	0.04112	0.195656427313637	0.200934000311554
P09486	4384	0.46144077108435	0.215183732136819	0.20196841234692	0.0941567044544207	0.0272503799774904	0.4384	0.4384	0.19215072	0.04384	0.185770016719302	0.224454611565713
P09488	2524	3.77063981729392e-13	6.26031832445704e-08	7.06696578353626e-08	0.0107438868119454	0.989255979914837	0.2524	0.2524	0.06368052	0.02524	0.283848992336077	0.989256111756182
P09493	2823	0.607858612148271	0.152924453498222	0.177987726414649	0.0447615040931748	0.0164677038456835	0.2823	0.2823	0.07966506	0.02823	0.261643118785976	0.268951769915555
P09496	1543	0.733403302533532	0.126742505105844	0.108823296269498	0.0187939739790736	0.0122369221120521	0.1543	0.1543	0.02379306	0.01543	0.3933910306845	0.394346398380408
P09497	2189	0.676942810626576	0.146224129930773	0.134169653517475	0.0289678380871939	0.0136955678379828	0.2189	0.2189	0.04789532	0.02189	0.313676286072773	0.321014404288354
