pro_id	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	P1	P2	P3	P4	relative_P4	relative_PP4
Q9H2J4	3604	0.531251048981861	0.177873591568539	0.202890989837824	0.0679119328336377	0.0200724367781385	0.3604	0.3604	0.12985212	0.03604	0.217249619813165	0.228136393619759
Q9H2K0	3635	0.553408025066106	0.178670102399087	0.189802446586904	0.0612616583204409	0.0168577676274618	0.3635	0.3635	0.1320959	0.03635	0.215796288303841	0.215794822131747
Q9H2K8	3628	0.504714805105471	0.196017669394469	0.200879881022793	0.077995956768917	0.0203916877083495	0.3628	0.3628	0.13158756	0.03628	0.216122757726389	0.207258622936757
Q9H2M9	3764	0.526112486242855	0.191934336811987	0.193362217952361	0.0705235944237997	0.0180673645689979	0.3764	0.3764	0.14163932	0.03764	0.209951711106446	0.203941404116268
Q9H2U1	3093	0.587340416686122	0.169681491297668	0.175716021733316	0.0507474985381111	0.016514571744783	0.3093	0.3093	0.09563556	0.03093	0.244379276637341	0.24552577218223
Q9H2U2	2507	0.591824497207692	0.203125625079109	0.138844644199724	0.0476356002685088	0.0185696332449673	0.2507	0.2507	0.06282542	0.02507	0.285225328009127	0.280485880941534
Q9H2W6	3417	0.5962510173396	0.169187094023967	0.171599295577449	0.0486772645573963	0.0142853285015874	0.3417	0.3417	0.11672472	0.03417	0.226449275362319	0.226885962085533
Q9H300	3562	0.544210528483086	0.201924243601972	0.171848414669657	0.0637444800028638	0.0182723332424223	0.3562	0.3562	0.12684282	0.03562	0.219250164437623	0.222787651938824
Q9H307	4097	0.422268643614425	0.212828372282711	0.224963312393041	0.113357578260299	0.0265820934495239	0.4097	0.4097	0.16781312	0.04097	0.196232339089482	0.18995395033257
Q9H330	3036	0.127948856036555	0.0334406535008195	0.633282919550668	0.165474676400153	0.0398528945118035	0.3036	0.3036	0.0921426	0.03036	0.247831474597274	0.194094218982857
Q9H3D4	4112	0.52820875250233	0.193873087003882	0.190691528095981	0.0699739298409249	0.0172527025568817	0.4112	0.4112	0.16904432	0.04112	0.195656427313637	0.197791684518999
Q9H3G5	3599	0.508469581314535	0.209741166618037	0.18496476662859	0.0762764958485452	0.0205479895902922	0.3599	0.3599	0.12949202	0.03599	0.217485863418878	0.212218939219378
Q9H3H3	2495	0.66012493844068	0.160817875013274	0.133653349733791	0.0325474157955823	0.0128564210166735	0.2495	0.2495	0.0622253	0.02495	0.286204922724671	0.283157149688353
Q9H3K2	4708	0.506283590216118	0.201903663315509	0.196370652909035	0.0782946029911489	0.0171474905681892	0.4708	0.4708	0.22160556	0.04708	0.175223409847556	0.179663814242804
Q9H3K6	1284	0.797231480881557	0.084096758033806	0.100006885559663	0.0105412024113577	0.00812367311361654	0.1284	0.1284	0.01647372	0.01284	0.438020148926851	0.43523853683068
Q9H3M7	71	0.987063565380994	0.00716540474538699	0.00520412958143337	3.72487612342061e-05	0.000529651530951754	0.0071	0.0071	4.97e-05	0.00071	0.934579439252337	0.934293981238614
Q9H3N1	4214	0.433021771166438	0.224280335840688	0.210205071559353	0.108850477120287	0.0236423443132344	0.4214	0.4214	0.17753582	0.04214	0.191828122002686	0.178442454900072
Q9H3P2	3386	0.558391996214486	0.216782709200065	0.14993507747441	0.0581921095389819	0.0166981075720572	0.3386	0.3386	0.1146161	0.03386	0.228050171037628	0.222967808295962
Q9H3P7	3895	0.447756330176978	0.272933067636667	0.157552007845201	0.0960112037710377	0.025747390570116	0.3895	0.3895	0.1516713	0.03895	0.204331834899877	0.211462613456055
Q9H3S7	2265	0.69040115512612	0.138672208285694	0.132239897322422	0.0265492296738448	0.012137509591919	0.2265	0.2265	0.0512796	0.02265	0.306372549019608	0.313738242671184
Q9H3U1	3937	0.520091119523001	0.170703029845931	0.218860237942278	0.0718152393780606	0.018530373310729	0.3937	0.3937	0.15496032	0.03937	0.20259319286872	0.20510540312079
Q9H3Z4	2010	0.661497395210014	0.176379764404717	0.115687233500914	0.030830906771102	0.015604700113253	0.201	0.201	0.0403809	0.0201	0.332336324360253	0.336050310532509
Q9H425	3931	0.467506808813684	0.214181494840583	0.202608318707293	0.0927991718576278	0.0229042057808122	0.3931	0.3931	0.1544883	0.03931	0.202839756592292	0.197956241626629
Q9H444	1779	0.713346975047525	0.12740778115493	0.124570974332069	0.0222366388933722	0.0124376305721046	0.1779	0.1779	0.03163062	0.01779	0.359971202303816	0.358699138117043
Q9H446	3068	0.588307263770516	0.171058800319702	0.173284071168675	0.0503678545438349	0.0169820101972719	0.3068	0.3068	0.09409556	0.03068	0.24588148512417	0.252146166329374
Q9H479	1343	0.768974994911744	0.12316474144025	0.0834755320509975	0.0133590349551071	0.0110256966419016	0.1343	0.1343	0.01802306	0.01343	0.426985482493595	0.452155751562758
Q9H488	1269	0.738639636468861	0.157215922583426	0.0759554842029269	0.0161547282015385	0.0120342285432474	0.1269	0.1269	0.01609092	0.01269	0.440917107583774	0.42691287415145
Q9H490	2104	0.691086821485467	0.120255502724896	0.149756874257809	0.0260462274985665	0.012854574033261	0.2104	0.2104	0.04424712	0.02104	0.322268772155978	0.330444965838139
Q9H492	2037	0.601685744846827	0.116788067585002	0.218016318617932	0.042296066890482	0.0212138020597578	0.2037	0.2037	0.04147332	0.02037	0.329380764163373	0.334023710179261
Q9H4A3	3164	0.578771580701883	0.167083583787287	0.184662370162615	0.0532933575703906	0.0161891077778239	0.3164	0.3164	0.10007732	0.03164	0.240211386019697	0.232995586680632
Q9H4A4	3679	0.4755519115024	0.189357865109775	0.222707852291063	0.0886553055131888	0.0237270655835733	0.3679	0.3679	0.13531362	0.03679	0.213766566908935	0.211128003013427
Q9H4A5	936	0.161631679054017	0.014209018863299	0.716543066461176	0.0629465335527734	0.0446697020687356	0.0936	0.0936	0.0087516	0.00936	0.516795865633075	0.415083298637586
Q9H4A6	3602	0.52063783280086	0.211644285493308	0.176702459806915	0.0718120457083318	0.0192033761905853	0.3602	0.3602	0.12970802	0.03602	0.217344055640078	0.210990355150063
Q9H4B7	2331	0.657834334695172	0.129322642085229	0.166017602851687	0.032622943231266	0.0142024771366457	0.2331	0.2331	0.0543123	0.02331	0.3003003003003	0.303306986356033
Q9H4E7	3108	0.566975005356915	0.203038106788894	0.155464522426041	0.0556541720782443	0.0188681933499051	0.3108	0.3108	0.09656556	0.03108	0.243486729973216	0.253188331335199
Q9H4G0	1562	0.767745237570351	0.105016709097824	0.103974956041156	0.0142132561761632	0.00904984111450621	0.1562	0.1562	0.02438282	0.01562	0.390472471690746	0.389021332861639
Q9H4G4	1577	0.740095061292206	0.117070379270572	0.113454439847767	0.0179351067175474	0.011445012871907	0.1577	0.1577	0.02485352	0.01577	0.388198757763975	0.389549567252784
Q9H4I2	2875	0.597183553530465	0.135577367408498	0.204578403472528	0.0464287869124384	0.0162318886760708	0.2875	0.2875	0.0826275	0.02875	0.258131130614352	0.259044265380494
Q9H4L5	4370	0.495173149026874	0.211274913535484	0.192701643673936	0.0822011222061247	0.0186491715575803	0.437	0.437	0.1909253	0.0437	0.186254423542559	0.184919357808474
Q9H4M9	2438	0.618195988969158	0.157657959257496	0.160758463636302	0.0409756724499724	0.0224119156870716	0.2438	0.2438	0.05941406	0.02438	0.290951411114344	0.353569465975216
Q9H4Z3	3216	0.56916757106499	0.169711434100664	0.187994894833622	0.0560382547775462	0.0170878452231786	0.3216	0.3216	0.1033944	0.03216	0.237247924080664	0.233676419541166
Q9H553	1990	0.71192878825666	0.117251178664718	0.136702292429552	0.0225025817353906	0.0116151589136792	0.199	0.199	0.0395811	0.0199	0.334560053529609	0.340443379095676
Q9H583	4730	0.484014467864276	0.215368369180142	0.195292478796017	0.0868794172226609	0.0184452669369042	0.473	0.473	0.2236817	0.0473	0.174550532379124	0.175127673860003
Q9H5N1	2381	0.625118592995276	0.145410606017535	0.173470535070674	0.0403358079081373	0.0156644580083779	0.2381	0.2381	0.0566678	0.02381	0.29585798816568	0.279721136176931
Q9H5V8	2543	0.648698330968943	0.146203597604235	0.156071046172021	0.0351614190258793	0.0138656062289224	0.2543	0.2543	0.06464306	0.02543	0.282326369282891	0.282815572775638
Q9H5X1	1306	0.793895399705406	0.0944861275911212	0.0921853996449017	0.0109630527219779	0.00847002033659372	0.1306	0.1306	0.0170433	0.01306	0.433839479392625	0.43585594059493
Q9H5Z1	3128	0.527011164542076	0.171461763084664	0.211350137650316	0.0687408020662198	0.0214361326567237	0.3128	0.3128	0.09781256	0.03128	0.242306760358614	0.23771192403671
Q9H6K1	3540	0.515951309120057	0.213971557582028	0.17592753726926	0.0729381715748332	0.0212114244538216	0.354	0.354	0.1252806	0.0354	0.220312844238819	0.225294906707468
Q9H6Q4	3072	0.571872771883291	0.16706713859196	0.188247947868101	0.0549769950716135	0.0178351465850341	0.3072	0.3072	0.09434112	0.03072	0.245639891918448	0.244947424691027
Q9H6R3	3268	0.23696627721917	0.0674430438808054	0.509452354920198	0.14495420480819	0.0411841191716368	0.3268	0.3268	0.10676556	0.03268	0.234356690883525	0.22125545288621
Q9H6S0	4226	0.503162496254518	0.181679014091003	0.217228333275139	0.0784160404332065	0.0195141159461331	0.4226	0.4226	0.1785485	0.04226	0.191387559808612	0.199265646738516
Q9H6S3	1615	0.661703138066843	0.198341414511557	0.0954113634457701	0.0285830037691918	0.0159610802066384	0.1615	0.1615	0.0260661	0.01615	0.382555470543229	0.358320988603087
Q9H6T0	1626	0.699988575889076	0.137053801855843	0.123969233492048	0.0242577437187835	0.0147306450442495	0.1626	0.1626	0.0264225	0.01626	0.380952380952381	0.377821333776594
Q9H6T3	4120	0.487577298605021	0.219481298888221	0.188357071707208	0.0847684933626793	0.0198158374368711	0.412	0.412	0.1697028	0.0412	0.195350654424692	0.189472335725423
Q9H6U8	2822	0.601650475689881	0.149800097656425	0.186420264835535	0.0463995480363835	0.0157296137817754	0.2822	0.2822	0.07960862	0.02822	0.261711593823606	0.253176017854759
Q9H6V9	3043	0.613422092274241	0.159367934861941	0.168634341718663	0.0437966636345457	0.0147789675106098	0.3043	0.3043	0.09256806	0.03043	0.24740227610094	0.252305732293114
Q9H6X2	3782	0.439963072794705	0.22712026814565	0.203434199997063	0.104993483919342	0.0244889751432397	0.3782	0.3782	0.14299742	0.03782	0.209161263334031	0.189129673011567
Q9H6Z4	3457	0.57670698690787	0.178252352852639	0.175218812081745	0.0541420922611866	0.0156797558965599	0.3457	0.3457	0.11947392	0.03457	0.224416517055655	0.224568044391135
Q9H720	1492	0.745974879838655	0.108436170826745	0.1172773498256	0.0170363587795304	0.0112752407294687	0.1492	0.1492	0.02224572	0.01492	0.401445202729827	0.398255164844529
Q9H773	896	0.839991058190268	0.0746521608569523	0.0718272642331161	0.00637632009295541	0.00715319662670809	0.0896	0.0896	0.0080192	0.00896	0.527704485488127	0.528710431785918
Q9H792	3259	0.612290007521232	0.156992659679673	0.172700844986672	0.0442671709175323	0.0137493168948909	0.3259	0.3259	0.10617822	0.03259	0.234852043212776	0.236989818124542
Q9H7B2	3113	0.508429758026319	0.188388652515981	0.205648211698492	0.0761775465394687	0.0213558312197389	0.3113	0.3113	0.09687656	0.03113	0.243190661478599	0.218959208738393
Q9H7C9	3604	0.000427492052902336	0.527286116849605	0.000208055394075143	0.256408330573799	0.215670005129619	0.3604	0.3604	0.12985212	0.03604	0.217249619813165	0.456852155285332
Q9H7D0	3665	0.51928042928335	0.201431004002521	0.187788507944463	0.0728252560721711	0.018674802697495	0.3665	0.3665	0.1342856	0.03665	0.214408233276158	0.204096073255049
Q9H7D7	3541	0.561048241978925	0.174266246482993	0.189653030302824	0.0588916664861424	0.0161408147491156	0.3541	0.3541	0.1253514	0.03541	0.220264317180617	0.215117699473478
Q9H7E9	850	0.860840711283519	0.0638431442276947	0.0644819161889499	0.0047761603161715	0.0060580679836647	0.085	0.085	0.0072165	0.0085	0.540832882639264	0.559160081918921
Q9H7P6	2881	0.570468607342822	0.147382916835994	0.210687338124722	0.0544148962590765	0.0170462414373861	0.2881	0.2881	0.0829728	0.02881	0.257731958762887	0.238538623745279
Q9H7Z7	1942	0.686997523333204	0.1134417645014	0.158296415964001	0.0261238544327356	0.0151404417686601	0.1942	0.1942	0.03769422	0.01942	0.340020401224073	0.366913849560531
Q9H814	4332	0.4890915224236	0.201106321435352	0.205937968898694	0.0846590717924346	0.0192051154499188	0.4332	0.4332	0.18761892	0.04332	0.18758206715438	0.18490603893242
Q9H832	2891	0.594086136340391	0.17427416689897	0.16635651831402	0.0487839050180761	0.0164992734285428	0.2891	0.2891	0.0835499	0.02891	0.25706940874036	0.252733917390894
Q9H845	2977	0.130668749969193	0.0335762700256325	0.61546124477742	0.158084960688937	0.0622087745388168	0.2977	0.2977	0.08859552	0.02977	0.251509054325956	0.282390120965089
Q9H853	2966	0.574521825953529	0.194502248519488	0.157791257051875	0.0533998642097107	0.0197848042653968	0.2966	0.2966	0.0879419	0.02966	0.252206809583859	0.270340833369031
Q9H857	1988	0.68464945591474	0.104355827081723	0.17185282509236	0.0261812377694633	0.0129606541417136	0.1988	0.1988	0.03950156	0.01988	0.33478406427854	0.331119767310294
Q9H871	2154	0.684999616315089	0.139627124911879	0.134997551989096	0.027504399659797	0.0128713071241389	0.2154	0.2154	0.04637562	0.02154	0.317158261972724	0.318788403953337
Q9H8H0	3321	0.561439538096477	0.193965931382784	0.169161109748772	0.0584247111546642	0.0170087096173026	0.3321	0.3321	0.1102572	0.03321	0.231481481481482	0.22547976007504
Q9H8H2	2167	0.682087081334306	0.147138856332352	0.129572997059743	0.0279380398516686	0.0132630254219301	0.2167	0.2167	0.04693722	0.02167	0.315855969677827	0.3219097694163
Q9H8H3	2941	0.622614741022231	0.155884110855182	0.165831191617449	0.0415050059815671	0.0141649505235707	0.2941	0.2941	0.0864654	0.02941	0.253807106598985	0.25444515161896
Q9H8L6	2960	0.589023291060274	0.161534083201654	0.182205460124458	0.0499508429554897	0.0172863226581243	0.296	0.296	0.0875864	0.0296	0.252589037635767	0.257094755562156
Q9H8M7	4185	0.441496210524421	0.255063935375325	0.177059634882813	0.102267880645205	0.0241123385722347	0.4185	0.4185	0.1751004	0.04185	0.192901234567901	0.190792029967513
Q9H8S9	2309	0.676699280877356	0.14484752163896	0.136925362297687	0.029296650823939	0.0122311843620583	0.2309	0.2309	0.05329172	0.02309	0.30229746070133	0.294529784836522
Q9H8W4	1636	0.72904194451777	0.130482331708556	0.109149701427784	0.0195235722353755	0.0118024501105147	0.1636	0.1636	0.0267486	0.01636	0.379506641366224	0.376761849308427
Q9H8Y8	3796	0.525749317478137	0.181724406915746	0.201135971135444	0.0695004354081952	0.0218898690624781	0.3796	0.3796	0.1440582	0.03796	0.208550573514077	0.239520693023869
Q9H910	3031	0.574578488104385	0.177882404666972	0.17508330366218	0.0541853583317762	0.0182704452346869	0.3031	0.3031	0.0918393	0.03031	0.248138957816377	0.252159859326211
Q9H936	1660	0.740646057025611	0.11494697484395	0.115841519207081	0.0179678038705863	0.010597645052771	0.166	0.166	0.0275394	0.0166	0.376081233546446	0.370995221577126
Q9H944	3032	0.591227784670258	0.160728544440261	0.182397037673348	0.0495695668014614	0.016077066414671	0.3032	0.3032	0.09189992	0.03032	0.248077400148846	0.244903137099804
Q9H977	2574	0.48617600216014	0.287529477166588	0.122021092634002	0.0721323854096529	0.0321410426296177	0.2574	0.2574	0.06622902	0.02574	0.279876854184159	0.308238093193915
Q9H993	4164	0.51697973982827	0.188847943624336	0.202478045646261	0.073945618968765	0.0177486519323684	0.4164	0.4164	0.17334732	0.04164	0.193685841564982	0.19356336833198
Q9H9A5	3995	0.517882503416337	0.175910016180883	0.214829781464533	0.0729531666766826	0.0184245322615638	0.3995	0.3995	0.1595603	0.03995	0.200240288346015	0.201630512429682
Q9H9A6	3163	0.603092426760264	0.154990445866879	0.181104060970943	0.0465281651656203	0.0142849012362938	0.3163	0.3163	0.10001406	0.03163	0.240269101393561	0.234898551931007
Q9H9B4	3042	0.558421151203503	0.162543111343764	0.201225846906761	0.0585527994445748	0.0192570911013973	0.3042	0.3042	0.09250722	0.03042	0.247463499133878	0.247488988434185
Q9H9C1	4175	0.49930639433068	0.213586516767878	0.187355421976405	0.0801247341887722	0.0196269327362652	0.4175	0.4175	0.1742645	0.04175	0.193274062620796	0.196757942411275
Q9H9E3	2137	0.65641115459809	0.12332519443552	0.173272918181191	0.032539712899204	0.0144510198859947	0.2137	0.2137	0.04564632	0.02137	0.318877551020408	0.307529145205128
Q9H9G7	2367	0.466688997776332	0.187164637283708	0.218868369918623	0.0877371568424646	0.0395408381788722	0.2367	0.2367	0.05600322	0.02367	0.29708853238265	0.310665156001582
Q9H9J2	3812	0.529851671644823	0.182705734972405	0.200270269159146	0.0690399241806882	0.0181324000429373	0.3812	0.3812	0.14527532	0.03812	0.207856994387861	0.20800638510477
Q9H9P8	2932	0.591944233387773	0.135677494485768	0.20849864116205	0.0477731473700247	0.0161064835943832	0.2932	0.2932	0.08593692	0.02932	0.254388196387688	0.252138018821013
Q9H9Q2	3283	0.537521292947523	0.165853344159425	0.211752855922078	0.065317241156526	0.0195552658144476	0.3283	0.3283	0.10774806	0.03283	0.233535730966838	0.230407543176915
Q9H9S4	3065	0.537033266242099	0.192001803698719	0.184707599336353	0.0660169950810792	0.0202403356417505	0.3065	0.3065	0.0939116	0.03065	0.246062992125984	0.23465061429722
Q9H9T3	3465	0.512105974764636	0.21909090854998	0.174539877359393	0.0746526294991595	0.0196106098268316	0.3465	0.3465	0.1200276	0.03465	0.224014336917563	0.208040907219538
Q9H9Y6	3002	0.0521850508976292	0.0234717389356682	0.608108677204225	0.27347173743658	0.0427627955258975	0.3002	0.3002	0.09009002	0.03002	0.249937515621095	0.135224939304689
Q9HA64	1373	0.00200796900381305	0.360983583733117	0.000562062224842485	0.100509066772614	0.535937318265614	0.1373	0.1373	0.01883756	0.01373	0.421585160202361	0.842077715993977
Q9HA65	3330	0.525057561333895	0.182361477973463	0.201952992099581	0.0701212240532818	0.0205067445397787	0.333	0.333	0.1108557	0.0333	0.231000231000231	0.226273907030384
Q9HA72	3145	0.566433886802968	0.175961896730777	0.182400296350375	0.0566438375208028	0.0185600825950777	0.3145	0.3145	0.0988788	0.03145	0.241312741312741	0.246796743660155
Q9HA77	4713	0.466658128465316	0.212924321132654	0.205206079928353	0.0936087501993902	0.0216027202742869	0.4713	0.4713	0.22207656	0.04713	0.175070028011204	0.187504943609088
Q9HAB8	3003	0.523746461430912	0.122253945351328	0.270072234197355	0.0630198929820803	0.0209074660383251	0.3003	0.3003	0.09015006	0.03003	0.249875062468766	0.249113832275383
Q9HAC8	3155	0.536317084277743	0.199500774242685	0.177484436188186	0.0660004747096218	0.020697230581764	0.3155	0.3155	0.0995087	0.03155	0.240731824747232	0.238728701206126
Q9HAD4	3885	0.473224231042531	0.161959922605676	0.256060743924239	0.0876150703474226	0.0211400320801318	0.3885	0.3885	0.1508934	0.03885	0.204750204750205	0.194381979403807
Q9HAN9	3368	0.555501702723165	0.189045813024181	0.176921070900767	0.0601906334240851	0.0183407799278023	0.3368	0.3368	0.11340056	0.03368	0.228990153423403	0.233547050090899
Q9HAT2	4505	0.475766002312129	0.19537566717309	0.218998516861674	0.0899128795685037	0.0199469340846031	0.4505	0.4505	0.2029052	0.04505	0.181686046511628	0.181567157464762
Q9HAU0	3881	0.443326675093319	0.196634091306723	0.233078972822466	0.10335675820023	0.0236035025772625	0.3881	0.3881	0.1505828	0.03881	0.204918032786885	0.185912524381385
Q9HAU5	4717	0.448798095307656	0.202367415134167	0.22617470862367	0.101963674218027	0.0206961067164807	0.4717	0.4717	0.22245372	0.04717	0.174947515745276	0.168727732585232
Q9HAV0	2901	0.608601485857899	0.146615547532794	0.184804622542418	0.0445050077177742	0.0154733363491153	0.2901	0.2901	0.084129	0.02901	0.256410256410256	0.257982053186714
Q9HAV4	2920	0.613502934489539	0.170685858699912	0.156940406097413	0.0436479880271093	0.0152228126860271	0.292	0.292	0.0852348	0.0292	0.25516713447308	0.258580017625448
Q9HAV7	4337	0.424121035147517	0.187690913807826	0.253399141771877	0.112116817666878	0.0226720916059026	0.4337	0.4337	0.18805232	0.04337	0.187406296851574	0.168204429639086
Q9HB07	3746	0.516440199967739	0.208284475450202	0.180903728235192	0.0729384916742399	0.0214331046726274	0.3746	0.3746	0.1402877	0.03746	0.210748155953635	0.227113935784757
Q9HB21	4702	0.388190050209264	0.215307006355517	0.239266482019113	0.132682995160971	0.0245534662551354	0.4702	0.4702	0.22104102	0.04702	0.175407823188914	0.156156314088993
Q9HB40	2454	0.635700979220141	0.147257700365162	0.164297153190812	0.0380441070618629	0.0147000601620224	0.2454	0.2454	0.06019662	0.02454	0.289603243556328	0.278704943802116
Q9HB71	2890	0.532607568513497	0.143190182648719	0.238888672777323	0.0642034986399607	0.0211100774204994	0.289	0.289	0.0834921	0.0289	0.257135510413988	0.24744100992249
Q9HB90	2984	0.605198373786915	0.166882479159567	0.166868503477571	0.0459986697414666	0.01505197383448	0.2984	0.2984	0.08901272	0.02984	0.251067034898318	0.246548978894145
Q9HBF4	3626	0.542819595534966	0.196553291886207	0.177701861556804	0.0643266943373095	0.0185985566847133	0.3626	0.3626	0.1314425	0.03626	0.216216216216216	0.224280981431989
Q9HBH5	3700	0.477806068779993	0.257455813667871	0.156823025871142	0.0844773720557799	0.0234377196252142	0.37	0.37	0.136863	0.037	0.212811236433284	0.217186672041182
Q9HBI0	4529	0.499900956025873	0.204541967578894	0.19714065372913	0.0806452816446964	0.0177711410214067	0.4529	0.4529	0.20507312	0.04529	0.180897250361795	0.180570889898109
Q9HBI1	4308	0.493143239695263	0.201523672627006	0.20264331435396	0.0827905738126592	0.0198991995111119	0.4308	0.4308	0.18554556	0.04308	0.188430374976446	0.193779758850685
Q9HBL0	2775	0.62357833992563	0.178322448138686	0.142770211147869	0.0408129661646486	0.0145160346231674	0.2775	0.2775	0.0769785	0.02775	0.264970853206147	0.262358517531081
Q9HBL7	2758	0.0471329448221464	0.562856261693525	0.0123117070264252	0.14679409882039	0.230904987637513	0.2758	0.2758	0.07603806	0.02758	0.266169816342827	0.611346428721768
Q9HBL8	3281	0.503822222219494	0.239115017266327	0.160190839442089	0.0760060214622879	0.0208658996098023	0.3281	0.3281	0.1076168	0.03281	0.233644859813084	0.215396777300145
Q9HBQ8	2601	0.621458016281522	0.156501175591681	0.163992669425286	0.041281349706535	0.0167667889949748	0.2601	0.2601	0.067626	0.02601	0.277777777777778	0.288842835791713
Q9HC07	3608	0.551753910346501	0.207430620382703	0.162941092544152	0.0612406973126637	0.0166336794139808	0.3608	0.3608	0.13014056	0.03608	0.217060994139353	0.213596308736679
Q9HC35	4935	0.453609675421912	0.23745044876169	0.189060107283589	0.0989461072768949	0.0209336612559139	0.4935	0.4935	0.2434929	0.04935	0.168520390967307	0.174622136096173
Q9HC36	1793	0.694511606659258	0.116695185344897	0.149424223547612	0.0250927014762362	0.0142762829719971	0.1793	0.1793	0.03213056	0.01793	0.358166189111748	0.362627666730117
Q9HC38	1792	0.712513822652174	0.125207465399298	0.127436692533524	0.0223815264919181	0.0124604929230852	0.1792	0.1792	0.03209472	0.01792	0.358294518093873	0.357628321558181
Q9HC78	2090	0.685427676025225	0.139010300102338	0.135411962970268	0.0274499458625806	0.0127001150395881	0.209	0.209	0.0436601	0.0209	0.323729362253156	0.316316208598879
Q9HCB6	3568	0.556108343741749	0.183745933248237	0.18214434886185	0.0601651906387881	0.0178361835093763	0.3568	0.3568	0.12727056	0.03568	0.218962119553317	0.228664990894856
Q9HCC0	1628	0.7395909222337	0.112466025602828	0.119216334297817	0.0181180444811454	0.0106086733845087	0.1628	0.1628	0.02648756	0.01628	0.380662352493338	0.369296396272005
Q9HCD5	3280	0.539729580788277	0.176168175758592	0.199906690377601	0.0652307421150986	0.0189648109604312	0.328	0.328	0.1075512	0.0328	0.233699462491236	0.22524718073196
Q9HCE1	2727	0.585687421600533	0.158231721031664	0.185103510228837	0.0499873350984274	0.020990012040538	0.2727	0.2727	0.07433802	0.02727	0.268384326355341	0.295728325819814
Q9HCE5	4264	0.437792001252026	0.148228506756274	0.289796680045428	0.0980938607582876	0.0260889511879834	0.4264	0.4264	0.18177432	0.04264	0.190005700171005	0.210085041392613
Q9HCE6	3623	0.518583740845859	0.216885138225215	0.172737335208443	0.0722236528463709	0.0195701328741126	0.3623	0.3623	0.13122506	0.03623	0.216356555603635	0.213196707386103
Q9HCM2	2794	0.606805140029111	0.155047517979318	0.177012567245485	0.045213357954908	0.0159214167911779	0.2794	0.2794	0.07803642	0.02794	0.263643553915107	0.260431429694558
Q9HCN6	2130	0.662788253508946	0.134416904598516	0.156394108051809	0.0317028405369186	0.0146978933038105	0.213	0.213	0.0453477	0.0213	0.319590923617769	0.316759932165322
Q9HCP0	1066	0.831465741799257	0.0807779250594544	0.0738777841942769	0.00717061015767246	0.00670793878933992	0.1066	0.1066	0.0113529	0.01066	0.484261501210654	0.483331421386379
Q9HCS2	4305	0.0749252121840129	0.0291327611823683	0.56943275885388	0.221304225636077	0.105205042143662	0.4305	0.4305	0.1852872	0.04305	0.188536953242836	0.322211503701121
Q9HCS7	4574	0.437903136213541	0.22351092357691	0.208631184356734	0.106464325815652	0.0234904300371636	0.4574	0.4574	0.20916902	0.04574	0.179436569172797	0.180758525403783
Q9HCU0	2281	0.667015016925546	0.141159144919736	0.147077863863843	0.031112178425434	0.0136357958654406	0.2281	0.2281	0.0520068	0.02281	0.304878048780488	0.304724316162426
Q9HCU4	1956	0.697948237666762	0.140441025347668	0.124160746770937	0.024971125424742	0.0124788647898904	0.1956	0.1956	0.0382398	0.01956	0.338409475465313	0.333214100147205
Q9HCU5	2044	0.673759681764972	0.128597973393399	0.15432089829621	0.0294407680787206	0.0138806784666978	0.2044	0.2044	0.04175892	0.02044	0.328623069339468	0.320411241396227
Q9HCY8	3102	0.581084474096618	0.178238806407405	0.171203774545679	0.0524971728375273	0.0169757721127703	0.3102	0.3102	0.09619302	0.03102	0.243842965130456	0.244350835061262
Q9HD15	2142	0.657172849175764	0.168463738197894	0.1270959565924	0.0325658591859767	0.0147015968479653	0.2142	0.2142	0.04586022	0.02142	0.318369945877109	0.31102999995194
Q9HD20	3154	0.56139804521329	0.190670746123116	0.172165990453971	0.058456385789035	0.0173088324205879	0.3154	0.3154	0.09944562	0.03154	0.240789790512882	0.228453541474648
Q9HD26	3092	0.592772685383018	0.144316899603117	0.198513170602328	0.048314087949856	0.0160831564616815	0.3092	0.3092	0.09557372	0.03092	0.24443901246639	0.249749140800193
Q9HD33	2660	0.645722017996806	0.154761533354653	0.150076207842031	0.0359555908939836	0.0134846499125267	0.266	0.266	0.0707294	0.0266	0.273298715496037	0.272746444850468
Q9HD34	4099	0.423658253450984	0.233012127435094	0.206099243732906	0.113330727232795	0.0238996481482212	0.4099	0.4099	0.16797702	0.04099	0.196155355041193	0.174157128710495
Q9HD40	3886	0.480176636870348	0.216325438868893	0.193397207295797	0.087104807761048	0.0229959092039133	0.3886	0.3886	0.1509711	0.03886	0.204708290685773	0.208862483713267
Q9HD42	3320	0.519094876110353	0.146556233903605	0.244702916022521	0.0690664784739805	0.0205794954895406	0.332	0.332	0.1101908	0.0332	0.231535077564251	0.2295640794523
Q9HD45	3065	0.590872244654457	0.165458015982394	0.176678359844148	0.0494565285380207	0.0175348509809793	0.3065	0.3065	0.0939116	0.03065	0.246062992125984	0.261747871246719
Q9HD89	4457	0.464876278896798	0.218239808566735	0.19867945620606	0.0932466683561928	0.0249577879742144	0.4457	0.4457	0.19860392	0.04457	0.183284457478006	0.211140838078489
Q9HDC9	2143	0.682661836956768	0.150278824927456	0.126513417253578	0.0278375194173231	0.0127084014448758	0.2143	0.2143	0.04590306	0.02143	0.318268618714195	0.313432305263632
