pro_id,age_group,rho_age,rho_p_age
Q9NPB8,age1,0.126834382,0.364396761
Q9NPB8,age2,-0.090469279,0.518332293
Q9NPB8,age3,-0.004748689,0.975235704
Q9NPB8,age4,-0.034805735,0.81591882
Q9NPD3,age1,0.270278987,0.050613044
Q9NPD3,age2,0.013868731,0.921434936
Q9NPD3,age3,0.082331175,0.585366845
Q9NPD3,age4,-0.016882516,0.910268853
Q9NPE3,age1,0.043138204,0.758480846
Q9NPE3,age2,0.216094178,0.120025651
Q9NPE3,age3,0.006722171,0.964814246
Q9NPE3,age4,-0.033765032,0.82133987
Q9NPF4,age1,-0.037816481,0.787554549
Q9NPF4,age2,-0.051685212,0.712493283
Q9NPF4,age3,-0.003268578,0.983054598
Q9NPF4,age4,-0.093316374,0.531531042
Q9NPF5,age1,-0.142799548,0.306752346
Q9NPF5,age2,-0.033542977,0.811115191
Q9NPF5,age3,0.140302189,0.35120541
Q9NPF5,age4,-0.294750231,0.04469739
Q9NPH3,age1,0.170698274,0.221012528
Q9NPH3,age2,0.349379132,0.010692034
Q9NPH3,age3,0.015849522,0.916718305
Q9NPH3,age4,0.179116559,0.227569829
Q9NPJ3,age1,0.088453475,0.527728723
Q9NPJ3,age2,0.265682954,0.054788254
Q9NPJ3,age3,0.073450509,0.626580649
Q9NPJ3,age4,0.074583719,0.617286929
Q9NPL8,age1,-0.019593614,0.889085022
Q9NPL8,age2,-0.089259797,0.523959986
Q9NPL8,age3,-0.081714462,0.588188917
Q9NPL8,age4,-0.115286772,0.439087044
Q9NPQ8,age1,-0.089179165,0.524336251
Q9NPQ8,age2,-0.181261087,0.193423236
Q9NPQ8,age3,-0.132161579,0.380068461
Q9NPQ8,age4,-0.051110083,0.732261248
Q9NQ29,age1,0.067569747,0.629789154
Q9NQ29,age2,-0.052652798,0.707347502
Q9NQ29,age3,0.026827012,0.859279439
Q9NQ29,age4,-0.049259944,0.741619633
Q9NQ38,age1,0.305434607,0.026545195
Q9NQ38,age2,0.266005483,0.054486383
Q9NQ38,age3,0.231082331,0.122169171
Q9NQ38,age4,-0.024976873,0.867425457
Q9NQ48,age1,0.089340429,0.523583855
Q9NQ48,age2,-0.157232704,0.260029425
Q9NQ48,age3,0.092691952,0.538899951
Q9NQ48,age4,0.156452359,0.292624805
Q9NQ88,age1,-0.144895985,0.299648042
Q9NQ88,age2,0.059909692,0.669183945
Q9NQ88,age3,0.135245143,0.368972462
Q9NQ88,age4,-0.214384829,0.147563939
Q9NQC3,age1,-0.252217384,0.068658372
Q9NQC3,age2,-0.276487663,0.045389936
Q9NQC3,age3,0.29546716,0.046596314
Q9NQC3,age4,0.013644773,0.927484724
Q9NQE9,age1,-0.176100629,0.206576013
Q9NQE9,age2,0.158764715,0.255369416
Q9NQE9,age3,0.356028369,0.015620693
Q9NQE9,age4,0.249074931,0.091428658
Q9NQG5,age1,0.253991292,0.066684269
Q9NQG5,age2,-0.001532011,0.991511769
Q9NQG5,age3,0.030033919,0.842622198
Q9NQG5,age4,0.033302498,0.823751916
Q9NQH7,age1,0.069424286,0.620399057
Q9NQH7,age2,-0.055555556,0.69198923
Q9NQH7,age3,0.073943879,0.624259318
Q9NQH7,age4,0.03746531,0.802104563
Q9NQP4,age1,-0.117239155,0.402026023
Q9NQP4,age2,0.159812933,0.252213886
Q9NQP4,age3,-0.079000925,0.600678187
Q9NQP4,age4,-0.076665125,0.607472041
Q9NQR4,age1,0.140461216,0.314804014
Q9NQR4,age2,-0.223834865,0.107083898
Q9NQR4,age3,0.163490595,0.276658743
Q9NQR4,age4,0.22039778,0.136335174
Q9NQT4,age1,0.022093211,0.875013725
Q9NQT4,age2,0.136752137,0.327851581
Q9NQT4,age3,-0.082947888,0.582550916
Q9NQT4,age4,-0.002428307,0.987331885
Q9NQT5,age1,-0.009675859,0.945211781
Q9NQT5,age2,-0.20980487,0.131395685
Q9NQT5,age3,0.021153253,0.888895523
Q9NQT5,age4,0.100948196,0.498367454
Q9NQT8,age1,-0.017819706,0.899092142
Q9NQT8,age2,0.024350911,0.862337178
Q9NQT8,age3,0.241443108,0.105962264
Q9NQT8,age4,0.14893617,0.316649447
Q9NQW7,age1,-0.015400742,0.912763241
Q9NQW7,age2,0.134978229,0.334211252
Q9NQW7,age3,0.055935862,0.71117981
Q9NQW7,age4,0.220975948,0.135290326
Q9NQX3,age1,0.111353008,0.426195764
Q9NQX3,age2,0.029592001,0.833048059
Q9NQX3,age3,0.054085723,0.720344962
Q9NQX3,age4,0.299838113,0.041011926
Q9NQX4,age1,0.238993711,0.084894075
Q9NQX4,age2,-0.065150782,0.642125398
Q9NQX4,age3,0.071477027,0.635901884
Q9NQX4,age4,0.015610546,0.917027775
Q9NQY0,age1,0.061199806,0.662482599
Q9NQY0,age2,-0.145541042,0.297483867
Q9NQY0,age3,0.051495529,0.733241979
Q9NQY0,age4,-0.240055504,0.104086822
Q9NR09,age1,-0.110546686,0.429570002
Q9NR09,age2,0.201419126,0.147801837
Q9NR09,age3,-0.002281838,0.98826812
Q9NR09,age4,0.124074931,0.404801512
Q9NR12,age1,0.204966941,0.140683367
Q9NR12,age2,0.234800839,0.090632023
Q9NR12,age3,0.032500771,0.829855077
Q9NR12,age4,0.202705828,0.171318112
Q9NR19,age1,0.34816965,0.010980672
Q9NR19,age2,0.286727947,0.037749184
Q9NR19,age3,0.307924761,0.037796469
Q9NR19,age4,0.158302498,0.286899127
Q9NR28,age1,-0.082970489,0.553709256
Q9NR28,age2,0.012820513,0.927373531
Q9NR28,age3,-0.06827012,0.651168926
Q9NR28,age4,-0.137835338,0.354372062
Q9NR30,age1,-0.056039348,0.689441319
Q9NR30,age2,0.060877278,0.664155485
Q9NR30,age3,0.095652174,0.525962916
Q9NR30,age4,-0.06926457,0.642670864
Q9NR31,age1,0.024995968,0.858721523
Q9NR31,age2,0.025963554,0.853303491
Q9NR31,age3,-0.112920136,0.453707152
Q9NR31,age4,-0.169518964,0.253772544
Q9NR45,age1,0.120625706,0.38849245
Q9NR45,age2,0.235768424,0.089281553
Q9NR45,age3,0.342460685,0.020294637
Q9NR45,age4,0.198080481,0.181458577
Q9NR46,age1,0.111675536,0.424850314
Q9NR46,age2,0.293742945,0.033157808
Q9NR46,age3,0.141905643,0.345684164
Q9NR46,age4,0.153908418,0.300618903
Q9NR50,age1,-0.024995968,0.858721523
Q9NR50,age2,-0.089340429,0.523583855
Q9NR50,age3,0.052852297,0.726476985
Q9NR50,age4,-0.048681776,0.744551859
Q9NR56,age1,-0.119013062,0.394902846
Q9NR56,age2,0.222060958,0.109949791
Q9NR56,age3,0.198766574,0.184866333
Q9NR56,age4,-0.12280296,0.409664949
Q9NR99,age1,0.635945815,6.41E-07
Q9NR99,age2,0.651265925,3.06E-07
Q9NR99,age3,0.629232192,4.82E-06
Q9NR99,age4,0.189523589,0.201349504
Q9NRA2,age1,0.208837284,0.133215031
Q9NRA2,age2,-0.024592808,0.860980973
Q9NRA2,age3,0.446808511,0.002043651
Q9NRA2,age4,0.11493987,0.440472935
Q9NRD1,age1,0.154007418,0.270027102
Q9NRD1,age2,0.002015804,0.988758985
Q9NRD1,age3,-0.156460068,0.298056031
Q9NRD1,age4,-0.313482886,0.032347909
Q9NRD9,age1,0.169327528,0.224785321
Q9NRD9,age2,-0.101193356,0.469804091
Q9NRD9,age3,-0.09737897,0.518488432
Q9NRD9,age4,-0.035037003,0.814715298
Q9NRF8,age1,-0.077487502,0.580287125
Q9NRF8,age2,0.083212385,0.552550268
Q9NRF8,age3,-0.00191181,0.990223329
Q9NRF8,age4,0.075508788,0.612916387
Q9NRG7,age1,-0.047008547,0.737541651
Q9NRG7,age2,0.166747299,0.232008572
Q9NRG7,age3,-0.223805119,0.134635041
Q9NRG7,age4,-0.012141536,0.935489558
Q9NRG9,age1,-0.364457346,0.007609787
Q9NRG9,age2,0.04152556,0.767257893
Q9NRG9,age3,-0.080111008,0.595554824
Q9NRG9,age4,-0.277289547,0.059465667
Q9NRK6,age1,0.141509434,0.311178002
Q9NRK6,age2,-0.174568618,0.210600162
Q9NRK6,age3,0.040148011,0.79056829
Q9NRK6,age4,0.145235893,0.328927371
Q9NRL3,age1,0.086921464,0.534926361
Q9NRL3,age2,-0.020319303,0.884996087
Q9NRL3,age3,-0.032500771,0.829855077
Q9NRL3,age4,-0.21033765,0.155500481
Q9NRN5,age1,-0.129737139,0.353451798
Q9NRN5,age2,-0.020964361,0.881363987
Q9NRN5,age3,0.120814061,0.42259109
Q9NRN5,age4,-0.014107308,0.925023101
Q9NRN7,age1,-0.086357039,0.537590271
Q9NRN7,age2,-0.1073214,0.443217745
Q9NRN7,age3,0.060869565,0.686940571
Q9NRN7,age4,-0.128584644,0.387831761
Q9NRQ2,age1,0.258990485,0.061365617
Q9NRQ2,age2,0.276810192,0.045131214
Q9NRQ2,age3,0.378230034,0.009953175
Q9NRQ2,age4,0.339037928,0.020199986
Q9NRR5,age1,0.008788905,0.950248326
Q9NRR5,age2,-0.055152395,0.694115098
Q9NRR5,age3,-0.015972865,0.916070002
Q9NRR5,age4,-0.171716004,0.247601042
Q9NRV9,age1,0.096355427,0.491387151
Q9NRV9,age2,0.102967263,0.462020661
Q9NRV9,age3,0.19568301,0.191880326
Q9NRV9,age4,0.326665125,0.02548368
Q9NRW4,age1,-0.048056765,0.731902528
Q9NRW4,age2,0.019351717,0.890448648
Q9NRW4,age3,0.10403947,0.490167948
Q9NRW4,age4,-0.110314524,0.459183512
Q9NRW7,age1,-0.105950653,0.449090584
Q9NRW7,age2,0.084583132,0.546004745
Q9NRW7,age3,0.200246685,0.181566045
Q9NRW7,age4,0.117715079,0.429454451
Q9NRX3,age1,-0.141590066,0.310900198
Q9NRX3,age2,0.285921626,0.038309246
Q9NRX3,age3,-0.005488745,0.971327081
Q9NRX3,age4,0.079209066,0.595569257
Q9NRX4,age1,-0.027495565,0.844738862
Q9NRX4,age2,-0.139574262,0.3178933
Q9NRX4,age3,-0.008818995,0.953747901
Q9NRX4,age4,-0.200971323,0.175071186
Q9NRY4,age1,0.018948557,0.892722059
Q9NRY4,age2,0.126431221,0.365933105
Q9NRY4,age3,-0.002898551,0.985009598
Q9NRY4,age4,-0.136216466,0.360095431
Q9NRY5,age1,0.259958071,0.060376961
Q9NRY5,age2,-0.126269956,0.366548747
Q9NRY5,age3,0.071477027,0.635901884
Q9NRY5,age4,0.205365402,0.16567793
Q9NRZ7,age1,0.136187712,0.329866731
Q9NRZ7,age2,0.37171424,0.00642635
Q9NRZ7,age3,0.31026827,0.036305589
Q9NRZ7,age4,0.20212766,0.172562557
Q9NS56,age1,-0.029511369,0.833497056
Q9NS56,age2,0.047976133,0.732335809
Q9NS56,age3,0.02719704,0.857354188
Q9NS56,age4,0.117599445,0.429910413
Q9NS69,age1,0.189001774,0.174838602
Q9NS69,age2,0.038058378,0.786226382
Q9NS69,age3,0.057786001,0.702055164
Q9NS69,age4,0.153792784,0.30098561
Q9NS86,age1,0.022899532,0.870482614
Q9NS86,age2,0.283502661,0.040030975
Q9NS86,age3,0.079000925,0.600678187
Q9NS86,age4,0.08186864,0.583237601
Q9NSA3,age1,0.13723593,0.326130541
Q9NSA3,age2,-0.015965167,0.90957091
Q9NSA3,age3,0.113536849,0.451231789
Q9NSA3,age4,0.084875116,0.569438971
Q9NSC5,age1,0.100709563,0.471939074
Q9NSC5,age2,0.100709563,0.471939074
Q9NSC5,age3,-0.051372186,0.73385799
Q9NSC5,age4,-0.150555042,0.311371267
Q9NSD9,age1,0.011530398,0.934687972
Q9NSD9,age2,-0.227947105,0.100662823
Q9NSD9,age3,-0.125377737,0.405172763
Q9NSD9,age4,0.265494912,0.071508417
Q9NSE4,age1,0.425334623,0.001643338
Q9NSE4,age2,0.014836317,0.915956948
Q9NSE4,age3,0.101079248,0.502653822
Q9NSE4,age4,-0.087187789,0.558929154
Q9NSI2,age1,-0.015158845,0.914131807
Q9NSI2,age2,-0.330430576,0.016057392
Q9NSI2,age3,-0.184952205,0.217770415
Q9NSI2,age4,0.114130435,0.44371617
Q9NST1,age1,-0.109901629,0.432280284
Q9NST1,age2,0.067972908,0.627742777
Q9NST1,age3,-0.074313907,0.6225207
Q9NST1,age4,0.03307123,0.824958549
Q9NSY1,age1,0.120625706,0.38849245
Q9NSY1,age2,0.003386551,0.980960249
Q9NSY1,age3,-0.002775208,0.985661284
Q9NSY1,age4,0.161540241,0.27705774
Q9NT62,age1,-0.066199,0.636767574
Q9NT62,age2,0.095710369,0.494303702
Q9NT62,age3,0.076780759,0.610982659
Q9NT62,age4,0.202821462,0.17107001
Q9NTG7,age1,-0.223351072,0.107859706
Q9NTG7,age2,-0.040477342,0.772978748
Q9NTG7,age3,-0.227382054,0.128393192
Q9NTG7,age4,-0.112280296,0.45117898
Q9NTI5,age1,-0.078455088,0.575554691
Q9NTI5,age2,0.09498468,0.497595612
Q9NTI5,age3,-0.043231576,0.774866576
Q9NTI5,age4,-0.13852914,0.351936434
Q9NTJ5,age1,0.047008547,0.737541651
Q9NTJ5,age2,0.274955652,0.046635597
Q9NTJ5,age3,0.103299414,0.493274096
Q9NTJ5,age4,-0.057007401,0.702695436
Q9NTK5,age1,0.031688437,0.821393254
Q9NTK5,age2,-0.137316562,0.32584426
Q9NTK5,age3,-0.144865865,0.335633597
Q9NTK5,age4,-0.102567068,0.491473401
Q9NTM9,age1,-0.045960329,0.743194624
Q9NTM9,age2,-0.025721658,0.854657375
Q9NTM9,age3,-0.106259636,0.480911355
Q9NTM9,age4,0.027058279,0.856464678
Q9NTX5,age1,0.282857604,0.040500779
Q9NTX5,age2,0.410901468,0.002421656
Q9NTX5,age3,0.176811594,0.238977213
Q9NTX5,age4,0.184320074,0.214177741
Q9NTZ6,age1,0.152636672,0.274353141
Q9NTZ6,age2,0.252136752,0.068749207
Q9NTZ6,age3,0.117977182,0.433630639
Q9NTZ6,age4,0.167437558,0.259714737
Q9NUB1,age1,0.045476536,0.745808284
Q9NUB1,age2,-0.161425577,0.247411304
Q9NUB1,age3,-0.124637681,0.407968594
Q9NUB1,age4,-0.081637373,0.584305298
Q9NUD9,age1,0.037977746,0.786669037
Q9NUD9,age2,-0.032575391,0.816473803
Q9NUD9,age3,0.018809744,0.901174884
Q9NUD9,age4,-0.135869565,0.361329187
Q9NUG6,age1,0.032656023,0.816026928
Q9NUG6,age2,-0.111111111,0.427206445
Q9NUG6,age3,-0.268331792,0.071609793
Q9NUG6,age4,-0.243293247,0.099395473
Q9NUJ1,age1,0.212465731,0.126489565
Q9NUJ1,age2,0.131511047,0.346864364
Q9NUJ1,age3,-0.103052729,0.494311756
Q9NUJ1,age4,0.238320999,0.106669571
Q9NUL3,age1,0.097726173,0.485219607
Q9NUL3,age2,0.058377681,0.677175352
Q9NUL3,age3,0.041258094,0.784905766
Q9NUL3,age4,-0.134597595,0.365875024
Q9NUL5,age1,0.116835994,0.403655373
Q9NUL5,age2,-0.028221255,0.840688125
Q9NUL5,age3,0.170151095,0.257352038
Q9NUL5,age4,0.087997225,0.555272546
Q9NUM4,age1,0.018867925,0.893176845
Q9NUM4,age2,-0.221819061,0.110345141
Q9NUM4,age3,0.125377737,0.405172763
Q9NUM4,age4,0.173219241,0.24343792
Q9NUP7,age1,-0.186421545,0.180882759
Q9NUP7,age2,-0.026366715,0.851047959
Q9NUP7,age3,0.198396546,0.185698117
Q9NUP7,age4,0.132516189,0.37338831
Q9NUP9,age1,0.128205128,0.359202742
Q9NUP9,age2,0.098209966,0.483052655
Q9NUP9,age3,0.285106383,0.055134105
Q9NUP9,age4,0.09447271,0.526437075
Q9NUQ6,age1,0.466376391,0.000498456
Q9NUQ6,age2,0.240686986,0.082659854
Q9NUQ6,age3,0.296700586,0.045656321
Q9NUQ6,age4,0.240402405,0.103576129
Q9NUQ7,age1,-0.238509918,0.085541113
Q9NUQ7,age2,0.115062087,0.410870306
Q9NUQ7,age3,0.171261178,0.254225073
Q9NUQ7,age4,0.135638298,0.362153124
Q9NUQ8,age1,0.011127238,0.93697487
Q9NUQ8,age2,0.206337687,0.138003167
Q9NUQ8,age3,0.281776133,0.058133548
Q9NUQ8,age4,0.045212766,0.762219767
Q9NUQ9,age1,0.134413804,0.336250982
Q9NUQ9,age2,0.311804548,0.023436644
Q9NUQ9,age3,0.272278754,0.067417828
Q9NUQ9,age4,0.140610546,0.344691747
Q9NUS5,age1,0.252943074,0.067845186
Q9NUS5,age2,-0.05386228,0.700933639
Q9NUS5,age3,0.135121801,0.369412496
Q9NUS5,age4,0.093085106,0.53255275
Q9NUT2,age1,0.092162554,0.510505186
Q9NUT2,age2,-0.016610224,0.905924283
Q9NUT2,age3,0.324452667,0.028286795
Q9NUT2,age4,-0.136216466,0.360095431
Q9NUU6,age1,-0.232543138,0.093845566
Q9NUU6,age2,-0.160699887,0.249564662
Q9NUU6,age3,0.115263645,0.444340543
Q9NUU6,age4,0.237511563,0.10789166
Q9NUV7,age1,0.088534107,0.527351242
Q9NUV7,age2,0.184244477,0.186099312
Q9NUV7,age3,0.045945113,0.761122675
Q9NUV7,age4,0.358117484,0.013884004
Q9NUV9,age1,0.425092727,0.001654268
Q9NUV9,age2,0.116432833,0.405288583
Q9NUV9,age3,0.222201665,0.137506133
Q9NUV9,age4,0.260985199,0.076597896
Q9NUW8,age1,0.003144654,0.982336388
Q9NUW8,age2,0.073778423,0.59859118
Q9NUW8,age3,-0.307554733,0.038036439
Q9NUW8,age4,-0.329902868,0.023999624
Q9NUY8,age1,0.263102725,0.057252583
Q9NUY8,age2,-0.152556039,0.274609047
Q9NUY8,age3,-0.148072772,0.324954605
Q9NUY8,age4,0.168940796,0.25541382
Q9NV31,age1,0.352846315,0.009900797
Q9NV31,age2,0.181502983,0.192821808
Q9NV31,age3,0.274992291,0.064651598
Q9NV31,age4,0.166628122,0.262050743
Q9NV35,age1,-0.217303661,0.11792816
Q9NV35,age2,0.021931946,0.875920433
Q9NV35,age3,-0.151526364,0.313697911
Q9NV35,age4,0.137141536,0.356818041
Q9NV70,age1,0.029672633,0.832599116
Q9NV70,age2,-0.160941784,0.248845458
Q9NV70,age3,-0.151526364,0.313697911
Q9NV70,age4,-0.084990749,0.568911303
Q9NV88,age1,0.213272053,0.125030734
Q9NV88,age2,0.274391227,0.047101551
Q9NV88,age3,0.050015418,0.740645052
Q9NV88,age4,0.271045328,0.065618971
Q9NV96,age1,-0.1712627,0.219471998
Q9NV96,age2,0.223512337,0.107600621
Q9NV96,age3,0.305334567,0.039502872
Q9NV96,age4,-0.096901018,0.515819486
Q9NVA1,age1,0.19335591,0.164975456
Q9NVA1,age2,-0.08377681,0.549850498
Q9NVA1,age3,0.144865865,0.335633597
Q9NVA1,age4,0.124306198,0.403920881
Q9NVA2,age1,0.595952266,4.04E-06
Q9NVA2,age2,0.253991292,0.066684269
Q9NVA2,age3,0.183348751,0.221839588
Q9NVA2,age4,0.118177613,0.427633343
Q9NVA4,age1,-0.046202225,0.741888877
Q9NVA4,age2,-0.113207547,0.418492656
Q9NVA4,age3,0.150292939,0.317689114
Q9NVA4,age4,0.081406105,0.585373881
Q9NVC6,age1,-0.144089663,0.302367663
Q9NVC6,age2,-0.223028544,0.108379322
Q9NVC6,age3,0.127721246,0.396393229
Q9NVC6,age4,0.070767808,0.63545413
Q9NVD7,age1,0.437832608,0.001159484
Q9NVD7,age2,0.219238832,0.114630784
Q9NVD7,age3,-0.012272587,0.935540883
Q9NVD7,age4,0.178075856,0.230316542
Q9NVE7,age1,-0.180938558,0.194227233
Q9NVE7,age2,0.08151911,0.560687529
Q9NVE7,age3,0.106753006,0.478867008
Q9NVE7,age4,-0.351179463,0.015949994
Q9NVF7,age1,-0.074665377,0.594190873
Q9NVF7,age2,-0.348572811,0.010883717
Q9NVF7,age3,-0.02436016,0.872134762
Q9NVF7,age4,0.143154487,0.335964086
Q9NVG8,age1,-0.050556362,0.718512898
Q9NVG8,age2,-0.000241896,0.998852921
Q9NVG8,age3,-0.427073697,0.003325866
Q9NVG8,age4,-0.112627197,0.449774452
Q9NVH0,age1,0.274391227,0.047101551
Q9NVH0,age2,0.295597484,0.032025221
Q9NVH0,age3,0.246006784,0.099373407
Q9NVH0,age4,-0.183395005,0.216517133
Q9NVH1,age1,-0.060474117,0.666248896
Q9NVH1,age2,-0.066037736,0.637590655
Q9NVH1,age3,-0.180635214,0.22884616
Q9NVH1,age4,0.030411656,0.838863146
Q9NVH2,age1,-0.033784873,0.809776879
Q9NVH2,age2,0.005886147,0.96674412
Q9NVH2,age3,-0.138822078,0.356349977
Q9NVH2,age4,0.046716004,0.754548235
Q9NVH6,age1,0.009030801,0.948874522
Q9NVH6,age2,0.134736333,0.335084465
Q9NVH6,age3,0.166204132,0.268680075
Q9NVH6,age4,0.002775208,0.985478202
Q9NVI7,age1,0.1735204,0.213385276
Q9NVI7,age2,-0.017094017,0.903190581
Q9NVI7,age3,0.083811286,0.578619002
Q9NVI7,age4,0.19773358,0.182236243
Q9NVJ2,age1,0.402596355,0.003005598
Q9NVJ2,age2,0.049830672,0.722391719
Q9NVJ2,age3,0.017082948,0.91023777
Q9NVJ2,age4,-0.065564292,0.660574678
Q9NVM6,age1,0.09385583,0.502738957
Q9NVM6,age2,-0.057571359,0.681395743
Q9NVM6,age3,0.219611471,0.142240807
Q9NVM6,age4,-0.282493062,0.054701759
Q9NVM9,age1,0.248911466,0.072462437
Q9NVM9,age2,0.023867118,0.865050777
Q9NVM9,age3,0.109343201,0.468210465
Q9NVM9,age4,-0.158186864,0.287254807
Q9NVN8,age1,0.279309789,0.043167024
Q9NVN8,age2,0.165134656,0.236604055
Q9NVN8,age3,-0.114153562,0.448763891
Q9NVN8,age4,-0.100254394,0.501337322
Q9NVP1,age1,-0.205047573,0.140524633
Q9NVP1,age2,0.050798258,0.717221527
Q9NVP1,age3,-0.120567376,0.423544633
Q9NVP1,age4,-0.05573543,0.709037146
Q9NVS9,age1,0.065795839,0.638826097
Q9NVS9,age2,-0.166586035,0.232465313
Q9NVS9,age3,0.258464385,0.083002039
Q9NVS9,age4,-0.143154487,0.335964086
Q9NVT9,age1,-0.023463957,0.867313299
Q9NVT9,age2,-0.001290114,0.9928882
Q9NVT9,age3,-0.101325933,0.501607113
Q9NVT9,age4,0.198080481,0.181458577
Q9NVU7,age1,-0.023060797,0.869576886
Q9NVU7,age2,-0.053459119,0.703069304
Q9NVU7,age3,0.127721246,0.396393229
Q9NVU7,age4,-0.072271045,0.628271
Q9NVV0,age1,0.147556846,0.290786809
Q9NVV0,age2,-0.299306563,0.029857038
Q9NVV0,age3,0.019796485,0.896001648
Q9NVV0,age4,0.14419519,0.332434006
Q9NVX2,age1,-0.072649573,0.604212376
Q9NVX2,age2,0.041928721,0.765060844
Q9NVX2,age3,-0.244526673,0.101474504
Q9NVX2,age4,-0.199583719,0.17811642
Q9NVZ3,age1,0.043541364,0.756291284
Q9NVZ3,age2,0.01346557,0.923718522
Q9NVZ3,age3,-0.048165279,0.749931836
Q9NVZ3,age4,0.109851989,0.461078138
Q9NW13,age1,0.048137397,0.731469331
Q9NW13,age2,-0.000806322,0.995641119
Q9NW13,age3,-0.276595745,0.063060341
Q9NW13,age4,0.028908418,0.846744307
Q9NW15,age1,0.070391872,0.615523666
Q9NW15,age2,0.032091598,0.819156276
Q9NW15,age3,0.188899167,0.207977458
Q9NW15,age4,0.271507863,0.065146309
Q9NW64,age1,0.097806805,0.484858091
Q9NW64,age2,0.124334785,0.373985631
Q9NW64,age3,-0.191366019,0.202017146
Q9NW64,age4,0.003815911,0.979917649
Q9NW82,age1,-0.167956781,0.228602867
Q9NW82,age2,0.156103854,0.263499716
Q9NW82,age3,0.235399322,0.115201095
Q9NW82,age4,-0.054347826,0.715977856
Q9NWM8,age1,0.440654733,0.001069837
Q9NWM8,age2,0.115787776,0.407909735
Q9NWM8,age3,0.062473019,0.679128471
Q9NWM8,age4,0.0796716,0.593416308
Q9NWS0,age1,0.085066925,0.54370357
Q9NWS0,age2,-0.091436865,0.513852245
Q9NWS0,age3,-0.044588344,0.767985739
Q9NWS0,age4,0.111123959,0.455878172
Q9NWS8,age1,0.198677633,0.153484172
Q9NWS8,age2,-0.021367521,0.879095159
Q9NWS8,age3,-0.035584335,0.813957904
Q9NWS8,age4,0.095975948,0.51985147
Q9NWT1,age1,0.080712788,0.564582256
Q9NWT1,age2,-0.104176746,0.456754404
Q9NWT1,age3,0.025223558,0.867631478
Q9NWT1,age4,0.057238668,0.701544547
Q9NWT6,age1,-0.175939365,0.206997019
Q9NWT6,age2,-0.404047734,0.002895305
Q9NWT6,age3,0.143879124,0.33896322
Q9NWT6,age4,-0.107770583,0.46965644
Q9NWU2,age1,0.108047089,0.440126056
Q9NWU2,age2,-0.093291405,0.505320896
Q9NWU2,age3,0.134505088,0.371617431
Q9NWU2,age4,0.03307123,0.824958549
Q9NWU5,age1,-0.193597807,0.164439765
Q9NWU5,age2,0.225770037,0.104023799
Q9NWU5,age3,-0.030157262,0.841982855
Q9NWU5,age4,0.127659574,0.391277826
Q9NWV4,age1,0.054023545,0.700080018
Q9NWV4,age2,0.167311724,0.230414887
Q9NWV4,age3,0.126734505,0.400076153
Q9NWV4,age4,0.183048104,0.217399008
Q9NWX6,age1,-0.131914207,0.345377946
Q9NWX6,age2,-0.013384938,0.924175313
Q9NWX6,age3,0.272772125,0.066907947
Q9NWX6,age4,0.172178538,0.246314941
Q9NWZ3,age1,-0.110062893,0.431601807
Q9NWZ3,age2,0.029592001,0.833048059
Q9NWZ3,age3,0.202096824,0.177500834
Q9NWZ3,age4,0.173681776,0.24216666
Q9NWZ5,age1,-0.236574746,0.088168303
Q9NWZ5,age2,-0.07740687,0.580682298
Q9NWZ5,age3,-0.35084798,0.017283287
Q9NWZ5,age4,-0.1476642,0.32083649
Q9NX08,age1,-0.117077891,0.402677299
Q9NX08,age2,-0.059345267,0.672123945
Q9NX08,age3,0.1933395,0.197336988
Q9NX08,age4,0.161655874,0.27671046
Q9NX14,age1,-0.147960006,0.289459391
Q9NX14,age2,0.012578616,0.92874455
Q9NX14,age3,-0.076410731,0.612707468
Q9NX14,age4,0.073080481,0.624417275
Q9NX20,age1,-0.042009353,0.764621655
Q9NX20,age2,-0.103370424,0.460261569
Q9NX20,age3,-0.260067838,0.081059285
Q9NX20,age4,-0.013066605,0.930562703
Q9NX24,age1,-0.04450895,0.751044166
Q9NX24,age2,-0.094662151,0.499062338
Q9NX24,age3,0.269318532,0.070542806
Q9NX24,age4,0.202705828,0.171318112
Q9NX40,age1,0.109175939,0.435340893
Q9NX40,age2,-0.084744396,0.545237162
Q9NX40,age3,0.179155103,0.232731931
Q9NX40,age4,-0.286887142,0.050924597
Q9NX46,age1,-0.152636672,0.274353141
Q9NX46,age2,-0.124979842,0.371496592
Q9NX46,age3,0.096392229,0.522753006
Q9NX46,age4,0.029717854,0.842498696
Q9NX47,age1,-0.100870827,0.471226833
Q9NX47,age2,0.056442509,0.687320686
Q9NX47,age3,0.00573543,0.970024352
Q9NX47,age4,0.112974098,0.448372344
Q9NX62,age1,-0.004434769,0.974997672
Q9NX62,age2,0.075874859,0.588213885
Q9NX62,age3,0.050632131,0.737557549
Q9NX62,age4,-0.123959297,0.405242246
Q9NX63,age1,0.252539913,0.068295995
Q9NX63,age2,0.25842606,0.061948355
Q9NX63,age3,-0.120197348,0.424977246
Q9NX63,age4,-0.035846438,0.810506346
Q9NX74,age1,-0.008143848,0.953912501
Q9NX74,age2,-0.271649734,0.049419488
Q9NX74,age3,-0.24822695,0.096285316
Q9NX74,age4,-0.112511563,0.45024236
Q9NXA8,age1,0.115062087,0.410870306
Q9NXA8,age2,0.065150782,0.642125398
Q9NXA8,age3,0.195312982,0.192734641
Q9NXA8,age4,0.092160037,0.536649251
