pro_id,NC100,NC101,NC102,NC103,NC104,NC105,NC106,NC107,NC108,NC110,NC112,NC114,NC115,NC116,NC120,NC121,NC122,NC123,NC124,NC126,NC127,NC128,NC129,NC012,NC130,NC131,NC132,NC133,NC138,NC139,NC013,NC140,NC141,NC143,NC144,NC146,NC147,NC148,NC149,NC150,NC151,NC152,NC153,NC157,NC158,NC163,NC164,NC165,NC166
O00182,43.66149139,28.69187546,40.96340561,29.57699203,32.63251877,18.2494812,60.09054565,62.98119736,17.70809746,19.26382637,76.54644012,62.24898148,29.06779099,52.99534988,1.980410218,1.980410218,30.67638206,39.89161682,31.23273087,29.24772263,27.91499519,23.51753616,1.980410218,1.980410218,42.43735123,15.30344963,145.3097076,20.04463959,27.20607948,38.78957748,39.09206772,1.980410218,8.635493279,16.73647881,10.44132805,27.70875168,19.69979858,55.61992645,29.68714142,25.48112679,69.44741821,7.297939777,37.43271637,37.22223663,35.41375732,24.96656799,1.980410218,38.28502655,22.12274742
O00186,163.8041992,186.8929596,182.0595856,207.3243713,158.0303192,140.7923431,181.7978973,152.3495178,157.8683624,134.7252197,158.6620026,128.1717834,163.8034973,117.6720886,143.8855743,130.2841492,167.4549561,147.1426086,149.0740814,169.5625153,146.4052734,196.3764496,182.4004517,123.5357742,203.2409058,213.4351044,187.3396912,152.0778656,187.7432251,161.877182,149.8672943,176.5312958,136.7501984,172.5702515,178.5845642,161.4254303,164.4230957,134.8156128,164.6277771,129.1242828,141.0148773,163.0300598,167.0062866,157.1171112,164.7337189,150.9037018,168.1834564,137.0713348,129.5196991
O00187,84.4000473,10.394667625,10.394667625,74.00093842,72.38304138,246.5193939,119.6763077,108.4067993,47.89922333,151.3250732,191.5551147,40.48740005,104.2091599,37.01249695,202.8144073,119.9754257,80.82754517,213.0153809,110.1265182,10.394667625,119.4825058,63.76076508,117.5144806,150.265625,71.29351807,158.3579712,167.4594269,159.979126,146.5825653,135.3644562,130.1040039,194.0415497,98.37586212,151.3366241,203.3143463,127.6720581,164.8825836,118.1500702,157.2765045,91.6982193,97.36837006,93.77931976,157.729187,95.93596649,79.05711365,122.1682053,171.5495605,133.8286438,92.63549805
O00189,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505,1.9665925505
O00192,5.899089335,21.49779129,20.64203262,34.77083969,46.22105789,5.899089335,37.98909378,5.899089335,5.899089335,39.53510284,5.899089335,40.34548569,25.11415482,36.80690002,16.15808105,5.899089335,50.3330307,25.49920082,5.899089335,14.97274399,5.899089335,5.899089335,29.91275787,5.899089335,32.40871811,24.17793083,5.899089335,11.79817867,27.50429916,5.899089335,5.899089335,5.899089335,19.83861351,30.25182343,32.25405121,24.40901375,15.42185688,26.72275543,26.11706352,5.899089335,23.32561493,23.58777046,5.899089335,26.28481483,5.899089335,31.7170887,5.899089335,5.899089335,5.899089335
O00193,34.99884796,1.459885478,1.459885478,15.13281155,5.537582874,1.459885478,10.21114922,9.701041222,1.459885478,12.00558567,9.230113029,17.32230949,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,7.259154797,1.459885478,1.459885478,1.459885478,11.67032242,1.459885478,1.459885478,1.459885478,19.58683014,12.50939751,1.459885478,14.19768715,1.459885478,1.459885478,1.459885478,1.459885478,32.08664322,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,1.459885478,7.342229843,1.459885478,1.459885478,1.459885478
O00194,189.1871033,102.6995621,183.3647156,177.895752,163.9087067,195.0069275,195.4107971,131.3710938,194.0663147,176.9862823,114.4928131,162.0688324,233.7614441,103.7105179,143.266922,202.1627502,242.558075,210.9777832,142.8180084,167.3567657,162.1985168,208.9706726,197.0268402,165.1975403,190.0006714,172.1539001,1361.008911,235.0173492,177.9424591,144.5181427,256.2120361,127.0822754,282.9317322,145.950531,181.3929596,287.9912415,113.5194473,344.6696472,168.3321991,216.4839783,228.9238129,169.8724518,161.2841492,200.650177,207.1304932,150.6243591,184.6094055,167.4134216,218.593277
O00203,172.2890778,158.5517426,180.0159302,174.6096344,166.5436554,170.813736,167.9452667,194.9248505,181.1979218,163.3324127,161.3825226,196.1016541,166.9612122,149.3429108,190.2887726,160.8785248,186.0977936,168.6586609,174.0265198,181.7335663,200.8278503,215.7783813,160.0008087,149.1707611,195.344101,225.4008179,247.1257477,169.3201752,135.7357941,203.7787018,167.5095825,203.2532654,145.6928406,195.6609192,128.9658356,172.6267548,210.9691925,172.2886658,159.043869,129.4225464,175.9707031,173.9665222,172.5564728,162.3293152,163.7574005,205.1048279,169.1802521,156.2236938,157.333313
O00204,265.6643372,93.85652161,173.6289368,298.7225342,107.7631989,60.27825546,395.3318481,240.1804047,168.0928497,243.7778931,217.1754608,265.7106628,263.8416443,241.8378296,155.2351532,226.931366,408.9058838,332.0296936,350.1647949,349.6608276,198.5148621,364.1533508,330.3122559,94.04087067,339.4393921,421.7833862,30.13912773,459.867218,30.13912773,364.9306335,487.0888977,263.7356567,674.1533203,367.783783,417.7683105,357.8778992,420.6152344,501.3464355,414.3173523,525.4415894,259.3742676,430.3518982,226.9846191,274.3860779,290.0767212,340.8126526,234.5848999,203.6001587,294.365448
O00214,53.19993973,48.30136108,42.71459961,60.84486389,47.13780212,10.300709725,56.64441681,49.0155983,41.83880997,56.494133,64.13619232,54.87813568,71.88764191,58.59647751,26.77900124,45.83213425,66.10836029,47.68725586,56.21583939,63.72189331,75.49472046,67.9545517,59.64482498,59.44770813,60.60326385,61.23675537,98.29341125,51.04660416,57.51490402,45.74144363,46.36981201,54.42802811,84.57630157,65.76921082,83.74765015,51.18009949,61.23762512,61.33661652,57.57207108,57.75284195,48.40605545,57.09151459,58.38569641,82.6989212,55.74631119,50.54944229,44.06821442,54.26389694,53.62567902
O00217,297.3800659,327.2870789,296.5671082,314.0070496,336.3269043,302.1915588,297.337738,390.3778687,333.2011719,291.315033,320.2133789,328.2987366,388.5661316,238.9826508,430.030426,407.9068909,353.987915,394.3105469,395.0397339,393.5307312,425.4320984,378.1022949,432.2105408,307.089386,426.3098145,334.6307678,341.2244873,389.9155273,429.7594604,294.4349365,322.2436523,347.9142456,441.261261,446.1287842,316.0808411,364.7223816,457.5868835,585.3964844,391.4108582,332.5163574,339.6609192,315.3478699,290.4797974,336.407196,360.8773193,344.5992432,361.2211914,449.5123596,333.7598572
O00231,346.0452271,288.1507568,314.1954651,353.6551514,295.0577393,271.8383484,320.925293,283.265625,301.0161438,299.8139648,285.608551,309.9673157,303.5483398,285.0357666,258.3065796,248.6955566,349.8275146,330.9279785,310.8173523,287.513031,304.2759094,343.4008179,277.5307922,246.6167908,370.0104065,391.1295471,353.9546814,367.493866,244.0025177,332.426178,306.7240295,331.1127014,385.6567993,355.8842773,322.467926,333.5919495,349.8145447,337.1247559,299.0528259,314.0144043,307.3327332,325.322113,280.1900635,276.1663818,319.0133667,286.5263977,299.9657288,340.4176025,300.0742798
O00232,169.7599335,153.1855774,186.7268982,189.4268646,166.4933167,155.1809235,156.3856049,172.3460999,176.8712006,156.8448181,160.1158905,181.4431458,193.8438873,150.4586792,216.0598602,148.412674,174.0798187,157.2680206,175.8128357,152.0095673,180.6888885,195.1991882,152.1016846,128.2725983,186.6529236,194.5923157,236.0386047,160.2617798,144.1785889,177.5182495,177.4566803,179.8369141,239.9825745,189.2363586,189.6598969,165.3930359,183.5275269,177.2750549,178.9981384,153.0964508,158.0995941,167.030777,150.3569641,144.1455231,169.4190826,175.4150085,155.5192719,118.9668961,163.7868347
